,comp,comp_id,date,guest_points,guest_result,guest_team,guest_team_short,home_points,home_result,home_team,home_team_short,host,league,site,time,weapon,winner
259,4,LG1.BuLi Süd3D,28.10.2017,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,SG Coburg,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=3,16.00 Uhr,Luftgewehr,guest
260,5,LG1.BuLi Süd3E,28.10.2017,0,0,KKS Königsbach,KKS Königsbach,0,0,SG Coburg,SG Coburg,SG Coburg,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=3,17.30 Uhr,Luftgewehr,guest
261,6,LG1.BuLi Süd3F,28.10.2017,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,0,0,SV Niederlauterbach,SV Niederlauterbach,SG Coburg,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=3,19.00 Uhr,Luftgewehr,guest
262,1,LG1.BuLi Süd4A,29.10.2017,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,0,0,Der Bund München,Der Bund München,SV Petersaurach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=4,10.00 Uhr,Luftgewehr,guest
263,2,LG1.BuLi Süd4B,29.10.2017,0,0,SSVG Brigachtal,SSVG Brigachtal,0,0,SV Petersaurach,SV Petersaurach,SV Petersaurach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=4,11.30 Uhr,Luftgewehr,guest
264,3,LG1.BuLi Süd4C,29.10.2017,0,0,SSV Kronau,SSV Kronau,0,0,SV Buch,SV Buch,SV Petersaurach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=4,13.00 Uhr,Luftgewehr,guest
265,4,LG1.BuLi Süd4D,29.10.2017,0,0,SV Niederlauterbach,SV Niederlauterbach,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,SG Coburg,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=4,10.00 Uhr,Luftgewehr,guest
266,5,LG1.BuLi Süd4E,29.10.2017,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,0,0,SG Coburg,SG Coburg,SG Coburg,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=4,11.30 Uhr,Luftgewehr,guest
267,6,LG1.BuLi Süd4F,29.10.2017,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,0,0,KKS Königsbach,KKS Königsbach,SG Coburg,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=4,13.00 Uhr,Luftgewehr,guest
268,1,LG1.BuLi Süd5A,11.11.2017,0,0,SSV Kronau,SSV Kronau,0,0,SV Petersaurach,SV Petersaurach,SV Niederlauterbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=5,16.00 Uhr,Luftgewehr,guest
269,2,LG1.BuLi Süd5B,11.11.2017,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,0,0,SV Niederlauterbach,SV Niederlauterbach,SV Niederlauterbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=5,17.30 Uhr,Luftgewehr,guest
270,3,LG1.BuLi Süd5C,11.11.2017,0,0,SSVG Brigachtal,SSVG Brigachtal,0,0,Der Bund München,Der Bund München,SV Niederlauterbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=5,19.00 Uhr,Luftgewehr,guest
271,4,LG1.BuLi Süd5D,11.11.2017,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,0,0,SV Buch,SV Buch,Eichenlaub Saltendorf,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=5,16.00 Uhr,Luftgewehr,guest
272,5,LG1.BuLi Süd5E,11.11.2017,0,0,SG Coburg,SG Coburg,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,Eichenlaub Saltendorf,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=5,17.30 Uhr,Luftgewehr,guest
273,6,LG1.BuLi Süd5F,11.11.2017,0,0,KKS Königsbach,KKS Königsbach,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,Eichenlaub Saltendorf,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=5,19.00 Uhr,Luftgewehr,guest
274,1,LG1.BuLi Süd6A,12.11.2017,0,0,Der Bund München,Der Bund München,0,0,SSV Kronau,SSV Kronau,SV Niederlauterbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=6,10.00 Uhr,Luftgewehr,guest
275,2,LG1.BuLi Süd6B,12.11.2017,0,0,SV Petersaurach,SV Petersaurach,0,0,SV Niederlauterbach,SV Niederlauterbach,SV Niederlauterbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=6,11.30 Uhr,Luftgewehr,guest
276,3,LG1.BuLi Süd6C,12.11.2017,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,0,0,SSVG Brigachtal,SSVG Brigachtal,SV Niederlauterbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=6,13.00 Uhr,Luftgewehr,guest
277,4,LG1.BuLi Süd6D,12.11.2017,0,0,SG Coburg,SG Coburg,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,Eichenlaub Saltendorf,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=6,10.00 Uhr,Luftgewehr,guest
278,5,LG1.BuLi Süd6E,12.11.2017,0,0,KKS Königsbach,KKS Königsbach,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,Eichenlaub Saltendorf,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=6,11.30 Uhr,Luftgewehr,guest
279,6,LG1.BuLi Süd6F,12.11.2017,0,0,SV Buch,SV Buch,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,Eichenlaub Saltendorf,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=6,13.00 Uhr,Luftgewehr,guest
280,1,LG1.BuLi Süd7A,25.11.2017,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,0,0,SSVG Brigachtal,SSVG Brigachtal,SV Pfeil Vöhringen,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=7,16.00 Uhr,Luftgewehr,guest
281,2,LG1.BuLi Süd7B,25.11.2017,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,SV Pfeil Vöhringen,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=7,17.30 Uhr,Luftgewehr,guest
282,3,LG1.BuLi Süd7C,25.11.2017,0,0,SG Coburg,SG Coburg,0,0,SSV Kronau,SSV Kronau,SV Pfeil Vöhringen,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=7,19.00 Uhr,Luftgewehr,guest
283,4,LG1.BuLi Süd7D,25.11.2017,0,0,SV Niederlauterbach,SV Niederlauterbach,0,0,KKS Königsbach,KKS Königsbach,SV Buch,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=7,16.00 Uhr,Luftgewehr,guest
284,5,LG1.BuLi Süd7E,25.11.2017,0,0,Der Bund München,Der Bund München,0,0,SV Buch,SV Buch,SV Buch,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=7,17.30 Uhr,Luftgewehr,guest
285,6,LG1.BuLi Süd7F,25.11.2017,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,0,0,SV Petersaurach,SV Petersaurach,SV Buch,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=7,19.00 Uhr,Luftgewehr,guest
286,1,LG1.BuLi Süd8A,09.12.2017,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,0,0,SSVG Brigachtal,SSVG Brigachtal,SSV Kronau,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=8,16.00 Uhr,Luftgewehr,guest
287,2,LG1.BuLi Süd8B,09.12.2017,0,0,SV Niederlauterbach,SV Niederlauterbach,0,0,SSV Kronau,SSV Kronau,SSV Kronau,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=8,17.30 Uhr,Luftgewehr,guest
288,3,LG1.BuLi Süd8C,09.12.2017,0,0,SG Coburg,SG Coburg,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,SSV Kronau,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=8,19.00 Uhr,Luftgewehr,guest
289,4,LG1.BuLi Süd8D,09.12.2017,0,0,KKS Königsbach,KKS Königsbach,0,0,Der Bund München,Der Bund München,SV Germ. Prittlbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=8,16.00 Uhr,Luftgewehr,guest
290,5,LG1.BuLi Süd8E,09.12.2017,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,SV Germ. Prittlbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=8,17.30 Uhr,Luftgewehr,guest
291,6,LG1.BuLi Süd8F,09.12.2017,0,0,SV Buch,SV Buch,0,0,SV Petersaurach,SV Petersaurach,SV Germ. Prittlbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=8,19.00 Uhr,Luftgewehr,guest
292,1,LG1.BuLi Süd9A,10.12.2017,0,0,SSVG Brigachtal,SSVG Brigachtal,0,0,SG Coburg,SG Coburg,SSV Kronau,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=9,10.00 Uhr,Luftgewehr,guest
293,2,LG1.BuLi Süd9B,10.12.2017,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,0,0,SSV Kronau,SSV Kronau,SSV Kronau,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=9,11.30 Uhr,Luftgewehr,guest
294,3,LG1.BuLi Süd9C,10.12.2017,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,0,0,SV Niederlauterbach,SV Niederlauterbach,SSV Kronau,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=9,13.00 Uhr,Luftgewehr,guest
295,4,LG1.BuLi Süd9D,10.12.2017,0,0,SV Buch,SV Buch,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,SV Germ. Prittlbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=9,10.00 Uhr,Luftgewehr,guest
296,5,LG1.BuLi Süd9E,10.12.2017,0,0,Der Bund München,Der Bund München,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,SV Germ. Prittlbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=9,11.30 Uhr,Luftgewehr,guest
297,6,LG1.BuLi Süd9F,10.12.2017,0,0,KKS Königsbach,KKS Königsbach,0,0,SV Petersaurach,SV Petersaurach,SV Germ. Prittlbach,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=9,13.00 Uhr,Luftgewehr,guest
298,1,LG1.BuLi Süd10A,13.01.2018,0,0,SV Petersaurach,SV Petersaurach,0,0,SG Coburg,SG Coburg,SSG Dynamit-Fürth,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=10,15.00 Uhr,Luftgewehr,guest
299,2,LG1.BuLi Süd10B,13.01.2018,0,0,SV Buch,SV Buch,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,SSG Dynamit-Fürth,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=10,17.00 Uhr,Luftgewehr,guest
300,3,LG1.BuLi Süd10C,13.01.2018,0,0,Der Bund München,Der Bund München,0,0,SV Niederlauterbach,SV Niederlauterbach,SSG Dynamit-Fürth,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=10,19.00 Uhr,Luftgewehr,guest
301,4,LG1.BuLi Süd10D,13.01.2018,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,0,0,KKS Königsbach,KKS Königsbach,SSVG Brigachtal,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=10,15.00 Uhr,Luftgewehr,guest
302,5,LG1.BuLi Süd10E,13.01.2018,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,0,0,SSVG Brigachtal,SSVG Brigachtal,SSVG Brigachtal,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=10,17.00 Uhr,Luftgewehr,guest
303,6,LG1.BuLi Süd10F,13.01.2018,0,0,SSV Kronau,SSV Kronau,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,SSVG Brigachtal,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=10,19.00 Uhr,Luftgewehr,guest
304,1,LG1.BuLi Süd11A,14.01.2018,0,0,SG Coburg,SG Coburg,0,0,Der Bund München,Der Bund München,SSG Dynamit-Fürth,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=11,10.00 Uhr,Luftgewehr,guest
305,2,LG1.BuLi Süd11B,14.01.2018,0,0,SV Petersaurach,SV Petersaurach,0,0,SSG Dynamit-Fürth,SSG Dynamit-Fürth,SSG Dynamit-Fürth,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=11,12.00 Uhr,Luftgewehr,guest
306,3,LG1.BuLi Süd11C,14.01.2018,0,0,SV Niederlauterbach,SV Niederlauterbach,0,0,SV Buch,SV Buch,SSG Dynamit-Fürth,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=11,14.00 Uhr,Luftgewehr,guest
307,4,LG1.BuLi Süd11D,14.01.2018,0,0,SV Germ. Prittlbach,SV Germ. Prittlbach,0,0,SV Pfeil Vöhringen,SV Pfeil Vöhringen,SSVG Brigachtal,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=11,10.00 Uhr,Luftgewehr,guest
308,5,LG1.BuLi Süd11E,14.01.2018,0,0,KKS Königsbach,KKS Königsbach,0,0,SSVG Brigachtal,SSVG Brigachtal,SSVG Brigachtal,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=11,12.00 Uhr,Luftgewehr,guest
309,6,LG1.BuLi Süd11F,14.01.2018,0,0,SSV Kronau,SSV Kronau,0,0,Eichenlaub Saltendorf,Eichenlaub Saltendorf,SSVG Brigachtal,1.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=7&wettkampf=11,14.00 Uhr,Luftgewehr,guest
310,1,LP2.BuLi Nord1A,08.10.2017,4,1859,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,1,1825,PC Rendsburg,PC Rendsburg,PC Rendsburg,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,10.00 Uhr,Luftpistole,guest
311,2,LP2.BuLi Nord1B,08.10.2017,2,1810,Wandsbeker SGi,Wandsbeker SGi,3,1824,SV Kutenholz,SV Kutenholz,PC Rendsburg,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,11.35 Uhr,Luftpistole,home
312,3,LP2.BuLi Nord1C,08.10.2017,1,1845,Wandsbeker SGi,Wandsbeker SGi,4,1855,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,PC Rendsburg,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,13.40 Uhr,Luftpistole,home
313,4,LP2.BuLi Nord1D,08.10.2017,3,1838,SV Kutenholz,SV Kutenholz,2,1834,PC Rendsburg,PC Rendsburg,PC Rendsburg,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,15.15 Uhr,Luftpistole,guest
314,5,LP2.BuLi Nord1E,08.10.2017,0,1810,SP Brackstedt,SP Brackstedt,5,1875,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,10.00 Uhr,Luftpistole,home
315,6,LP2.BuLi Nord1F,08.10.2017,4,1857,SV Haendorf,SV Haendorf,1,1803,SV Stoppelmarkt,SV Stoppelmarkt,GTV Bremerhaven-Seestadtteufel,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,11.35 Uhr,Luftpistole,guest
316,7,LP2.BuLi Nord1G,08.10.2017,4,1826,SV Haendorf,SV Haendorf,1,1771,SP Brackstedt,SP Brackstedt,GTV Bremerhaven-Seestadtteufel,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,13.40 Uhr,Luftpistole,guest
317,8,LP2.BuLi Nord1H,08.10.2017,1,1829,SV Stoppelmarkt,SV Stoppelmarkt,4,1877,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=1,15.15 Uhr,Luftpistole,home
318,1,LP2.BuLi Nord2A,05.11.2017,0,0,PC Rendsburg,PC Rendsburg,0,0,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,SV Groß und Kleinkaliber,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,10.00 Uhr,Luftpistole,guest
319,2,LP2.BuLi Nord2B,05.11.2017,0,0,SP Brackstedt,SP Brackstedt,0,0,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,10.00 Uhr,Luftpistole,guest
320,3,LP2.BuLi Nord2C,05.11.2017,0,0,PC Rendsburg,PC Rendsburg,0,0,SP Brackstedt,SP Brackstedt,SV Groß und Kleinkaliber,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,12.00 Uhr,Luftpistole,guest
321,4,LP2.BuLi Nord2D,05.11.2017,0,0,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,0,0,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,12.00 Uhr,Luftpistole,guest
322,5,LP2.BuLi Nord2E,05.11.2017,0,0,SV Stoppelmarkt,SV Stoppelmarkt,0,0,SV Kutenholz,SV Kutenholz,SV Kutenholz,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,10.00 Uhr,Luftpistole,guest
323,6,LP2.BuLi Nord2F,05.11.2017,0,0,Wandsbeker SGi,Wandsbeker SGi,0,0,SV Haendorf,SV Haendorf,SV Kutenholz,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,11.45 Uhr,Luftpistole,guest
324,7,LP2.BuLi Nord2G,05.11.2017,0,0,Wandsbeker SGi,Wandsbeker SGi,0,0,SV Stoppelmarkt,SV Stoppelmarkt,SV Kutenholz,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,14.00 Uhr,Luftpistole,guest
325,8,LP2.BuLi Nord2H,05.11.2017,0,0,SV Haendorf,SV Haendorf,0,0,SV Kutenholz,SV Kutenholz,SV Kutenholz,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=2,15.45 Uhr,Luftpistole,guest
326,1,LP2.BuLi Nord3A,03.12.2017,0,0,SP Brackstedt,SP Brackstedt,0,0,Wandsbeker SGi,Wandsbeker SGi,Wandsbeker SGi,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,10.00 Uhr,Luftpistole,guest
327,2,LP2.BuLi Nord3B,03.12.2017,0,0,SV Kutenholz,SV Kutenholz,0,0,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,Wandsbeker SGi,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,11.35 Uhr,Luftpistole,guest
328,3,LP2.BuLi Nord3C,03.12.2017,0,0,SV Kutenholz,SV Kutenholz,0,0,SP Brackstedt,SP Brackstedt,Wandsbeker SGi,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,13.40 Uhr,Luftpistole,guest
329,4,LP2.BuLi Nord3D,03.12.2017,0,0,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,0,0,Wandsbeker SGi,Wandsbeker SGi,Wandsbeker SGi,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,15.15 Uhr,Luftpistole,guest
330,5,LP2.BuLi Nord3E,03.12.2017,0,0,PC Rendsburg,PC Rendsburg,0,0,SV Stoppelmarkt,SV Stoppelmarkt,SV Stoppelmarkt,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,10.00 Uhr,Luftpistole,guest
331,6,LP2.BuLi Nord3F,03.12.2017,0,0,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,0,0,SV Haendorf,SV Haendorf,SV Stoppelmarkt,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,11.35 Uhr,Luftpistole,guest
332,7,LP2.BuLi Nord3G,03.12.2017,0,0,PC Rendsburg,PC Rendsburg,0,0,SV Haendorf,SV Haendorf,SV Stoppelmarkt,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,13.40 Uhr,Luftpistole,guest
333,8,LP2.BuLi Nord3H,03.12.2017,0,0,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,0,0,SV Stoppelmarkt,SV Stoppelmarkt,SV Stoppelmarkt,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=3,15.15 Uhr,Luftpistole,guest
334,1,LP2.BuLi Nord4A,07.01.2018,0,0,GTV Bremerhaven-Seestadtteufel,GTV Bremerhaven-Seestadtteufel,0,0,SV Haendorf,SV Haendorf,SV Haendorf,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=4,10.00 Uhr,Luftpistole,guest
335,2,LP2.BuLi Nord4B,07.01.2018,0,0,SV Stoppelmarkt,SV Stoppelmarkt,0,0,SP Brackstedt,SP Brackstedt,SV Haendorf,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=4,11.45 Uhr,Luftpistole,guest
336,3,LP2.BuLi Nord4C,07.01.2018,0,0,SV Kutenholz,SV Kutenholz,0,0,SV Groß und Kleinkaliber,SV Groß und Kleinkaliber,SV Haendorf,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=4,13.30 Uhr,Luftpistole,guest
337,4,LP2.BuLi Nord4D,07.01.2018,0,0,Wandsbeker SGi,Wandsbeker SGi,0,0,PC Rendsburg,PC Rendsburg,SV Haendorf,2.BuLi Nord,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=1&wettkampf=4,15.00 Uhr,Luftpistole,guest
338,1,LP2.BuLi Ost1A,08.10.2017,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,5,1823,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=1,10.30 Uhr,Luftpistole,home
339,2,LP2.BuLi Ost1B,08.10.2017,0,1800,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,5,1836,PSV Olympia Berlin II,PSV Olympia Berlin II,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=1,10.30 Uhr,Luftpistole,home
340,3,LP2.BuLi Ost1C,08.10.2017,4,1848,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,1,1772,PSSG zu Dresden,PSSG zu Dresden,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=1,13.10 Uhr,Luftpistole,guest
341,4,LP2.BuLi Ost1D,08.10.2017,2,1787,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,3,1813,Gröninger SV,Gröninger SV,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=1,13.10 Uhr,Luftpistole,home
342,1,LP2.BuLi Ost2A,05.11.2017,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,0,0,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,09.30 Uhr,Luftpistole,guest
343,2,LP2.BuLi Ost2B,05.11.2017,0,0,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,0,0,PSV Olympia Berlin II,PSV Olympia Berlin II,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,09.30 Uhr,Luftpistole,guest
344,3,LP2.BuLi Ost2C,05.11.2017,0,0,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,0,0,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,11.20 Uhr,Luftpistole,guest
345,4,LP2.BuLi Ost2D,05.11.2017,0,0,PSSG zu Dresden,PSSG zu Dresden,0,0,Gröninger SV,Gröninger SV,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,11.20 Uhr,Luftpistole,guest
