,comp,comp_id,date,guest_points,guest_result,guest_team,guest_team_short,home_points,home_result,home_team,home_team_short,host,league,site,time,weapon,winner
84,1,LG2.BuLi Südwest1A,15.10.2017,0,0,SV Wiesensteig,SV Wiesensteig,0,0,SV Affalterbach,SV Affalterbach,SV Affalterbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,10.00 Uhr,Luftgewehr,guest
85,2,LG2.BuLi Südwest1B,15.10.2017,0,0,SSV Leingarten,SSV Leingarten,0,0,KKS Königsbach II,KKS Königsbach II,SV Affalterbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,11.30 Uhr,Luftgewehr,guest
86,3,LG2.BuLi Südwest1C,15.10.2017,0,0,SSV Leingarten,SSV Leingarten,0,0,SV Wiesensteig,SV Wiesensteig,SV Affalterbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,14.00 Uhr,Luftgewehr,guest
87,4,LG2.BuLi Südwest1D,15.10.2017,0,0,KKS Königsbach II,KKS Königsbach II,0,0,SV Affalterbach,SV Affalterbach,SV Affalterbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,15.30 Uhr,Luftgewehr,guest
88,5,LG2.BuLi Südwest1E,15.10.2017,0,0,SV Schopp,SV Schopp,0,0,SV Fenken,SV Fenken,SV Fenken,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,10.00 Uhr,Luftgewehr,guest
89,6,LG2.BuLi Südwest1F,15.10.2017,0,0,KKSV Heitersheim,KKSV Heitersheim,0,0,SV Jockgrim,SV Jockgrim,SV Fenken,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,11.30 Uhr,Luftgewehr,guest
90,7,LG2.BuLi Südwest1G,15.10.2017,0,0,KKSV Heitersheim,KKSV Heitersheim,0,0,SV Schopp,SV Schopp,SV Fenken,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,14.00 Uhr,Luftgewehr,guest
91,8,LG2.BuLi Südwest1H,15.10.2017,0,0,SV Jockgrim,SV Jockgrim,0,0,SV Fenken,SV Fenken,SV Fenken,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=1,15.30 Uhr,Luftgewehr,guest
92,1,LG2.BuLi Südwest2A,12.11.2017,0,0,SSV Leingarten,SSV Leingarten,0,0,SV Affalterbach,SV Affalterbach,SV Jockgrim,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=2,11.00 Uhr,Luftgewehr,guest
93,2,LG2.BuLi Südwest2B,12.11.2017,0,0,SV Schopp,SV Schopp,0,0,SV Jockgrim,SV Jockgrim,SV Jockgrim,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=2,13.30 Uhr,Luftgewehr,guest
94,3,LG2.BuLi Südwest2C,12.11.2017,0,0,SV Wiesensteig,SV Wiesensteig,0,0,KKS Königsbach II,KKS Königsbach II,KKSV Heitersheim,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=2,11.00 Uhr,Luftgewehr,guest
95,4,LG2.BuLi Südwest2D,12.11.2017,0,0,SV Fenken,SV Fenken,0,0,KKSV Heitersheim,KKSV Heitersheim,KKSV Heitersheim,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=2,13.30 Uhr,Luftgewehr,guest
96,1,LG2.BuLi Südwest3A,10.12.2017,0,0,SV Wiesensteig,SV Wiesensteig,0,0,SV Schopp,SV Schopp,SV Schopp,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,10.00 Uhr,Luftgewehr,guest
97,2,LG2.BuLi Südwest3B,10.12.2017,0,0,SV Fenken,SV Fenken,0,0,SV Affalterbach,SV Affalterbach,SV Schopp,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,11.30 Uhr,Luftgewehr,guest
98,3,LG2.BuLi Südwest3C,10.12.2017,0,0,SV Fenken,SV Fenken,0,0,SV Wiesensteig,SV Wiesensteig,SV Schopp,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,14.00 Uhr,Luftgewehr,guest
99,4,LG2.BuLi Südwest3D,10.12.2017,0,0,SV Affalterbach,SV Affalterbach,0,0,SV Schopp,SV Schopp,SV Schopp,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,15.30 Uhr,Luftgewehr,guest
100,5,LG2.BuLi Südwest3E,10.12.2017,0,0,KKSV Heitersheim,KKSV Heitersheim,0,0,SSV Leingarten,SSV Leingarten,SSV Leingarten,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,10.00 Uhr,Luftgewehr,guest
101,6,LG2.BuLi Südwest3F,10.12.2017,0,0,KKS Königsbach II,KKS Königsbach II,0,0,SV Jockgrim,SV Jockgrim,SSV Leingarten,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,11.30 Uhr,Luftgewehr,guest
102,7,LG2.BuLi Südwest3G,10.12.2017,0,0,KKSV Heitersheim,KKSV Heitersheim,0,0,KKS Königsbach II,KKS Königsbach II,SSV Leingarten,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,14.00 Uhr,Luftgewehr,guest
103,8,LG2.BuLi Südwest3H,10.12.2017,0,0,SSV Leingarten,SSV Leingarten,0,0,SV Jockgrim,SV Jockgrim,SSV Leingarten,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=3,15.30 Uhr,Luftgewehr,guest
104,1,LG2.BuLi Südwest4A,14.01.2018,0,0,SV Fenken,SV Fenken,0,0,KKS Königsbach II,KKS Königsbach II,KKS Königsbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,10.00 Uhr,Luftgewehr,guest
105,2,LG2.BuLi Südwest4B,14.01.2018,0,0,SV Schopp,SV Schopp,0,0,SSV Leingarten,SSV Leingarten,KKS Königsbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,11.30 Uhr,Luftgewehr,guest
106,3,LG2.BuLi Südwest4C,14.01.2018,0,0,SV Fenken,SV Fenken,0,0,SSV Leingarten,SSV Leingarten,KKS Königsbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,14.00 Uhr,Luftgewehr,guest
107,4,LG2.BuLi Südwest4D,14.01.2018,0,0,SV Schopp,SV Schopp,0,0,KKS Königsbach II,KKS Königsbach II,KKS Königsbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,15.30 Uhr,Luftgewehr,guest
108,5,LG2.BuLi Südwest4E,14.01.2018,0,0,KKSV Heitersheim,KKSV Heitersheim,0,0,SV Wiesensteig,SV Wiesensteig,SV Wiesensteig,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,10.00 Uhr,Luftgewehr,guest
109,6,LG2.BuLi Südwest4F,14.01.2018,0,0,SV Jockgrim,SV Jockgrim,0,0,SV Affalterbach,SV Affalterbach,SV Wiesensteig,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,11.30 Uhr,Luftgewehr,guest
110,7,LG2.BuLi Südwest4G,14.01.2018,0,0,SV Affalterbach,SV Affalterbach,0,0,KKSV Heitersheim,KKSV Heitersheim,SV Wiesensteig,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,14.00 Uhr,Luftgewehr,guest
111,8,LG2.BuLi Südwest4H,14.01.2018,0,0,SV Jockgrim,SV Jockgrim,0,0,SV Wiesensteig,SV Wiesensteig,SV Wiesensteig,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=4&wettkampf=4,15.30 Uhr,Luftgewehr,guest
112,1,LG2.BuLi Süd1A,15.10.2017,0,0,Hubertus Kastl,Hubertus Kastl,0,0,SV Petersaurach 2,SV Petersaurach 2,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,11.00 Uhr,Luftgewehr,guest
113,2,LG2.BuLi Süd1B,15.10.2017,0,0,Post SV Plattling,Post SV Plattling,0,0,FSG Der Bund München 2,Der Bund München 2,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,12.30 Uhr,Luftgewehr,guest
114,3,LG2.BuLi Süd1C,15.10.2017,0,0,FSG Der Bund München 2,Der Bund München 2,0,0,Hubertus Kastl,Hubertus Kastl,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,14.45 Uhr,Luftgewehr,guest
115,4,LG2.BuLi Süd1D,15.10.2017,0,0,Post SV Plattling,Post SV Plattling,0,0,SV Petersaurach 2,SV Petersaurach 2,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,16.15 Uhr,Luftgewehr,guest
116,5,LG2.BuLi Süd1E,15.10.2017,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,11.00 Uhr,Luftgewehr,guest
117,6,LG2.BuLi Süd1F,15.10.2017,0,0,FSG Kempten,Kempten,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,Gmütlichkeit Luckenpaint e.V.,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,12.30 Uhr,Luftgewehr,guest
118,7,LG2.BuLi Süd1G,15.10.2017,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,Gmütlichkeit Luckenpaint e.V.,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,14.45 Uhr,Luftgewehr,guest
119,8,LG2.BuLi Süd1H,15.10.2017,0,0,FSG Kempten,Kempten,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,16.15 Uhr,Luftgewehr,guest
120,9,LG2.BuLi Süd1I,15.10.2017,0,0,SG Zaitzkofen,SG Zaitzkofen,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,11.00 Uhr,Luftgewehr,guest
121,10,LG2.BuLi Süd1J,15.10.2017,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,12.30 Uhr,Luftgewehr,guest
122,11,LG2.BuLi Süd1K,15.10.2017,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,0,0,SG Zaitzkofen,SG Zaitzkofen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,14.45 Uhr,Luftgewehr,guest
123,12,LG2.BuLi Süd1L,15.10.2017,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Singoldschützen Großaitingen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=1,16.15 Uhr,Luftgewehr,guest
124,1,LG2.BuLi Süd2A,29.10.2017,0,0,FSG Kempten,Kempten,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,11.00 Uhr,Luftgewehr,guest
125,2,LG2.BuLi Süd2B,29.10.2017,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,SG Zaitzkofen,SG Zaitzkofen,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,12.30 Uhr,Luftgewehr,guest
126,3,LG2.BuLi Süd2C,29.10.2017,0,0,SG Zaitzkofen,SG Zaitzkofen,0,0,FSG Kempten,Kempten,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,14.45 Uhr,Luftgewehr,guest
127,4,LG2.BuLi Süd2D,29.10.2017,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,16.15 Uhr,Luftgewehr,guest
128,5,LG2.BuLi Süd2E,29.10.2017,0,0,FSG Der Bund München 2,Der Bund München 2,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,11.00 Uhr,Luftgewehr,guest
129,6,LG2.BuLi Süd2F,29.10.2017,0,0,SV Petersaurach 2,SV Petersaurach 2,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,Andreas Hofer Sassanfahr,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,12.30 Uhr,Luftgewehr,guest
130,7,LG2.BuLi Süd2G,29.10.2017,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,0,0,FSG Der Bund München 2,Der Bund München 2,Andreas Hofer Sassanfahr,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,14.45 Uhr,Luftgewehr,guest
131,8,LG2.BuLi Süd2H,29.10.2017,0,0,SV Petersaurach 2,SV Petersaurach 2,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,16.15 Uhr,Luftgewehr,guest
132,9,LG2.BuLi Süd2I,29.10.2017,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,Hubertus Kastl,Hubertus Kastl,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,11.00 Uhr,Luftgewehr,guest
133,10,LG2.BuLi Süd2J,29.10.2017,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,0,0,Post SV Plattling,Post SV Plattling,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,12.30 Uhr,Luftgewehr,guest
134,11,LG2.BuLi Süd2K,29.10.2017,0,0,Post SV Plattling,Post SV Plattling,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,14.45 Uhr,Luftgewehr,guest
135,12,LG2.BuLi Süd2L,29.10.2017,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,0,0,Hubertus Kastl,Hubertus Kastl,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=2,16.15 Uhr,Luftgewehr,guest
136,1,LG2.BuLi Süd3A,12.11.2017,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,11.00 Uhr,Luftgewehr,guest
137,2,LG2.BuLi Süd3B,12.11.2017,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,0,0,SG Zaitzkofen,SG Zaitzkofen,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,12.30 Uhr,Luftgewehr,guest
138,3,LG2.BuLi Süd3C,12.11.2017,0,0,SG Zaitzkofen,SG Zaitzkofen,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,14.45 Uhr,Luftgewehr,guest
139,4,LG2.BuLi Süd3D,12.11.2017,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,Kgl. Priv.  Titting,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,16.15 Uhr,Luftgewehr,guest
140,5,LG2.BuLi Süd3E,12.11.2017,0,0,FSG Kempten,Kempten,0,0,Post SV Plattling,Post SV Plattling,Post SV Plattling,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,11.00 Uhr,Luftgewehr,guest
141,6,LG2.BuLi Süd3F,12.11.2017,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,Hubertus Kastl,Hubertus Kastl,Post SV Plattling,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,12.30 Uhr,Luftgewehr,guest
142,7,LG2.BuLi Süd3G,12.11.2017,0,0,Hubertus Kastl,Hubertus Kastl,0,0,FSG Kempten,Kempten,Post SV Plattling,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,14.45 Uhr,Luftgewehr,guest
143,8,LG2.BuLi Süd3H,12.11.2017,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,Post SV Plattling,Post SV Plattling,Post SV Plattling,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,16.15 Uhr,Luftgewehr,guest
144,9,LG2.BuLi Süd3I,12.11.2017,0,0,FSG Der Bund München 2,Der Bund München 2,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,11.00 Uhr,Luftgewehr,guest
145,10,LG2.BuLi Süd3J,12.11.2017,0,0,SV Petersaurach 2,SV Petersaurach 2,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,12.30 Uhr,Luftgewehr,guest
146,11,LG2.BuLi Süd3K,12.11.2017,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,FSG Der Bund München 2,Der Bund München 2,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,14.45 Uhr,Luftgewehr,guest
147,12,LG2.BuLi Süd3L,12.11.2017,0,0,SV Petersaurach 2,SV Petersaurach 2,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=3,16.15 Uhr,Luftgewehr,guest
148,1,LG2.BuLi Süd4A,26.11.2017,0,0,Post SV Plattling,Post SV Plattling,0,0,Hubertus Kastl,Hubertus Kastl,Der Bund München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=4,11.00 Uhr,Luftgewehr,guest
149,2,LG2.BuLi Süd4B,26.11.2017,0,0,SV Petersaurach 2,SV Petersaurach 2,0,0,FSG Der Bund München 2,Der Bund München 2,Der Bund München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=4,12.30 Uhr,Luftgewehr,guest
150,3,LG2.BuLi Süd4C,26.11.2017,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=4,11.00 Uhr,Luftgewehr,guest
151,4,LG2.BuLi Süd4D,26.11.2017,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=4,12.30 Uhr,Luftgewehr,guest
152,5,LG2.BuLi Süd4E,26.11.2017,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,0,0,SG Zaitzkofen,SG Zaitzkofen,Kempten,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=4,11.00 Uhr,Luftgewehr,guest
153,6,LG2.BuLi Süd4F,26.11.2017,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,FSG Kempten,Kempten,Kempten,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=4,12.30 Uhr,Luftgewehr,guest
154,1,LG2.BuLi Süd5A,10.12.2017,0,0,SG Zaitzkofen,SG Zaitzkofen,0,0,SV Petersaurach 2,SV Petersaurach 2,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,11.00 Uhr,Luftgewehr,guest
155,2,LG2.BuLi Süd5B,10.12.2017,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,0,0,FSG Der Bund München 2,Der Bund München 2,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,12.30 Uhr,Luftgewehr,guest
156,3,LG2.BuLi Süd5C,10.12.2017,0,0,FSG Der Bund München 2,Der Bund München 2,0,0,SG Zaitzkofen,SG Zaitzkofen,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,14.45 Uhr,Luftgewehr,guest
157,4,LG2.BuLi Süd5D,10.12.2017,0,0,Kgl. Priv. FSG Titting,Kgl. Priv.  Titting,0,0,SV Petersaurach 2,SV Petersaurach 2,SV Petersaurach,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,16.15 Uhr,Luftgewehr,guest
158,5,LG2.BuLi Süd5E,10.12.2017,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,Eichenlaub Unterstall,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,11.00 Uhr,Luftgewehr,guest
159,6,LG2.BuLi Süd5F,10.12.2017,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,0,0,FSG Kempten,Kempten,Eichenlaub Unterstall,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,12.30 Uhr,Luftgewehr,guest
160,7,LG2.BuLi Süd5G,10.12.2017,0,0,FSG Kempten,Kempten,0,0,Singoldschützen Großaitingen,Singoldschützen Großaitingen,Eichenlaub Unterstall,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,14.45 Uhr,Luftgewehr,guest
161,8,LG2.BuLi Süd5H,10.12.2017,0,0,Buchenlaub Buch am Buchrain,Buchenlaub Buch am Buchrain,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,Eichenlaub Unterstall,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,16.15 Uhr,Luftgewehr,guest
162,9,LG2.BuLi Süd5I,10.12.2017,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,0,0,Hubertus Kastl,Hubertus Kastl,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,11.00 Uhr,Luftgewehr,guest
163,10,LG2.BuLi Süd5J,10.12.2017,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,0,0,Post SV Plattling,Post SV Plattling,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,12.30 Uhr,Luftgewehr,guest
164,11,LG2.BuLi Süd5K,10.12.2017,0,0,Post SV Plattling,Post SV Plattling,0,0,Gmütlichkeit Luckenpaint e.V.,Gmütlichkeit Luckenpaint e.V.,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,14.45 Uhr,Luftgewehr,guest
165,12,LG2.BuLi Süd5L,10.12.2017,0,0,Andreas Hofer Sassanfahr,Andreas Hofer Sassanfahr,0,0,Hubertus Kastl,Hubertus Kastl,Hubertus Kastl,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=5,16.15 Uhr,Luftgewehr,guest
166,1,LG2.BuLi Süd6A,14.01.2018,0,0,FSG Kempten,Kempten,0,0,FSG Der Bund München 2,Der Bund München 2,Der Bund München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,11.00 Uhr,Luftgewehr,guest
167,2,LG2.BuLi Süd6B,14.01.2018,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,SV Petersaurach 2,SV Petersaurach 2,Der Bund München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,12.30 Uhr,Luftgewehr,guest
168,3,LG2.BuLi Süd6C,14.01.2018,0,0,SV Petersaurach 2,SV Petersaurach 2,0,0,FSG Kempten,Kempten,Der Bund München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,14.45 Uhr,Luftgewehr,guest
169,4,LG2.BuLi Süd6D,14.01.2018,0,0,Eichenlaub Unterstall,Eichenlaub Unterstall,0,0,FSG Der Bund München 2,Der Bund München 2,Der Bund München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=1&liga=5&wettkampf=6,16.15 Uhr,Luftgewehr,guest
