,first_name,home,id,last_name,point,position,result,shoot_off,team_full
923,Peter,False,LP2.BuLi West1B,Müller,1,2,375, ,"('SSV Bad Westernkotten',)"
924,Holger,True,LP2.BuLi West1B,Simon,1,3,367, ,"('SPSG Tell Raunheim',)"
925,Ralf,False,LP2.BuLi West1B,Risse,0,3,362, ,"('SSV Bad Westernkotten',)"
926,Christoph,True,LP2.BuLi West1B,Schneider,0,4,364, ,"('SPSG Tell Raunheim',)"
927,Wilfried,False,LP2.BuLi West1B,Dörschlen,1,4,369, ,"('SSV Bad Westernkotten',)"
928,Volker,True,LP2.BuLi West1B,Lautenschläger,1,5,366, ,"('SPSG Tell Raunheim',)"
929,Sascha,False,LP2.BuLi West1B,Düsing,0,5,365, ,"('SSV Bad Westernkotten',)"
930,René,True,LP2.BuLi West1B,Opper,0,1,365, ,"('SV Biebrich 1864',)"
931,Marko,False,LP2.BuLi West1B,Kuckuck,1,1,368, ,"('SC Windecken',)"
932,Kirstin,True,LP2.BuLi West1B,Steinert,0,2,359, ,"('SV Biebrich 1864',)"
933,Kathrin,False,LP2.BuLi West1B,Türpitsch,1,2,365, ,"('SC Windecken',)"
934,Carsten,True,LP2.BuLi West1B,Dudde,1,3,361, ,"('SV Biebrich 1864',)"
935,Kai,False,LP2.BuLi West1B,Schlegel,0,3,352, ,"('SC Windecken',)"
936,Christian,True,LP2.BuLi West1B,Schäberle,1,4,369, ,"('SV Biebrich 1864',)"
937,Kai-Michael,False,LP2.BuLi West1B,Arends,0,4,352, ,"('SC Windecken',)"
938,Daniel,True,LP2.BuLi West1B,Tkocz,1,5,367, ,"('SV Biebrich 1864',)"
939,Mark,False,LP2.BuLi West1B,Schleiss,0,5,349, ,"('SC Windecken',)"
940,Andrey,True,LP2.BuLi West1B,Rudi,0,1,360, ,"('SSV Bad Westernkotten',)"
941,Marko,False,LP2.BuLi West1B,Kuckuck,1,1,364, ,"('SC Windecken',)"
942,Peter,True,LP2.BuLi West1B,Müller,1,2,370, ,"('SSV Bad Westernkotten',)"
943,Kathrin,False,LP2.BuLi West1B,Türpitsch,0,2,365, ,"('SC Windecken',)"
944,Ralf,True,LP2.BuLi West1B,Risse,1,3,373, ,"('SSV Bad Westernkotten',)"
945,Kai,False,LP2.BuLi West1B,Schlegel,0,3,356, ,"('SC Windecken',)"
946,Sascha,True,LP2.BuLi West1B,Düsing,1,4,367, ,"('SSV Bad Westernkotten',)"
947,Kai-Michael,False,LP2.BuLi West1B,Arends,0,4,357, ,"('SC Windecken',)"
948,Klaus,True,LP2.BuLi West1B,Neise,1,5,355, ,"('SSV Bad Westernkotten',)"
949,Mark,False,LP2.BuLi West1B,Schleiss,0,5,352, ,"('SC Windecken',)"
950,Maik,True,LP2.BuLi West1B,Schamber,0,1,368, ,"('SPSG Tell Raunheim',)"
951,René,False,LP2.BuLi West1B,Opper,1,1,369, ,"('SV Biebrich 1864',)"
952,Thomas,True,LP2.BuLi West1B,van der Burg,1,2,373, ,"('SPSG Tell Raunheim',)"
953,Kirstin,False,LP2.BuLi West1B,Steinert,0,2,368, ,"('SV Biebrich 1864',)"
954,Holger,True,LP2.BuLi West1B,Simon,1,3,360,10,"('SPSG Tell Raunheim',)"
955,Carsten,False,LP2.BuLi West1B,Dudde,0,3,360,9,"('SV Biebrich 1864',)"
956,Christoph,True,LP2.BuLi West1B,Schneider,1,4,362, ,"('SPSG Tell Raunheim',)"
957,Christian,False,LP2.BuLi West1B,Schäberle,0,4,360, ,"('SV Biebrich 1864',)"
958,Volker,True,LP2.BuLi West1B,Lautenschläger,1,5,371, ,"('SPSG Tell Raunheim',)"
959,Sylvie,False,LP2.BuLi West1B,Schmit,0,5,357, ,"('SV Biebrich 1864',)"
960,Thomas,True,LP2.BuLi West1C,Hucke,1,1,380, ,"('SV Hegelsberg-Vellmar',)"
961,Nadine,False,LP2.BuLi West1C,Reichelt,0,1,373, ,"('Brühler Schießclub 70',)"
962,Lev,True,LP2.BuLi West1C,Berner,1,2,359, ,"('SV Hegelsberg-Vellmar',)"
963,Jürgen,False,LP2.BuLi West1C,Korn,0,2,355, ,"('Brühler Schießclub 70',)"
964,Svenja,True,LP2.BuLi West1C,Berge,0,3,361, ,"('SV Hegelsberg-Vellmar',)"
965,Philipp,False,LP2.BuLi West1C,Sersch,1,3,372, ,"('Brühler Schießclub 70',)"
966,Kim,True,LP2.BuLi West1C,Richter,0,4,356, ,"('SV Hegelsberg-Vellmar',)"
967,Christian,False,LP2.BuLi West1C,Brabender,1,4,363, ,"('Brühler Schießclub 70',)"
968,Stefan,True,LP2.BuLi West1C,Ziehn,1,5,364, ,"('SV Hegelsberg-Vellmar',)"
969,Manfred,False,LP2.BuLi West1C,Ley,0,5,363, ,"('Brühler Schießclub 70',)"
970,Peter,True,LP2.BuLi West1C,Brzezinski,0,1,365, ,"('SV Usingen',)"
971,Markus,False,LP2.BuLi West1C,Kremser,1,1,378, ,"('SpSch Ännchen Bad Godesberg',)"
972,Christoph,True,LP2.BuLi West1C,Plümacher,1,2,366, ,"('SV Usingen',)"
973,Michael,False,LP2.BuLi West1C,Weber,0,2,363, ,"('SpSch Ännchen Bad Godesberg',)"
974,Patrick,True,LP2.BuLi West1C,Veidt,0,3,361, ,"('SV Usingen',)"
975,Dirk,False,LP2.BuLi West1C,Beuth,1,3,365, ,"('SpSch Ännchen Bad Godesberg',)"
976,Hermann,True,LP2.BuLi West1C,Müller,1,4,367, ,"('SV Usingen',)"
977,Albert,False,LP2.BuLi West1C,Melzer,0,4,357, ,"('SpSch Ännchen Bad Godesberg',)"
978,Markus,True,LP2.BuLi West1C,Bill,0,5,354, ,"('SV Usingen',)"
979,Vanessa,False,LP2.BuLi West1C,Hollfoth,1,5,364, ,"('SpSch Ännchen Bad Godesberg',)"
980,Nadine,True,LP2.BuLi West1C,Reichelt,0,1,373, ,"('Brühler Schießclub 70',)"
981,Markus,False,LP2.BuLi West1C,Kremser,1,1,376, ,"('SpSch Ännchen Bad Godesberg',)"
982,Jürgen,True,LP2.BuLi West1C,Korn,1,2,376, ,"('Brühler Schießclub 70',)"
983,Michael,False,LP2.BuLi West1C,Weber,0,2,372, ,"('SpSch Ännchen Bad Godesberg',)"
984,Lieselotte,True,LP2.BuLi West1C,Janssen,1,3,373, ,"('Brühler Schießclub 70',)"
985,Dirk,False,LP2.BuLi West1C,Beuth,0,3,364, ,"('SpSch Ännchen Bad Godesberg',)"
986,Philipp,True,LP2.BuLi West1C,Sersch,1,4,375, ,"('Brühler Schießclub 70',)"
987,Johann,False,LP2.BuLi West1C,Seuren,0,4,355, ,"('SpSch Ännchen Bad Godesberg',)"
988,Manfred,True,LP2.BuLi West1C,Ley,1,5,368, ,"('Brühler Schießclub 70',)"
989,Vanessa,False,LP2.BuLi West1C,Hollfoth,0,5,353, ,"('SpSch Ännchen Bad Godesberg',)"
990,Thomas,True,LP2.BuLi West1C,Hucke,1,1,380, ,"('SV Hegelsberg-Vellmar',)"
991,Peter,False,LP2.BuLi West1C,Brzezinski,0,1,368, ,"('SV Usingen',)"
992,Nils,True,LP2.BuLi West1C,Pilger,0,2,358, ,"('SV Hegelsberg-Vellmar',)"
993,Christoph,False,LP2.BuLi West1C,Plümacher,1,2,372, ,"('SV Usingen',)"
994,Svenja,True,LP2.BuLi West1C,Berge,1,3,364, ,"('SV Hegelsberg-Vellmar',)"
995,Patrick,False,LP2.BuLi West1C,Veidt,0,3,356, ,"('SV Usingen',)"
996,Kim,True,LP2.BuLi West1C,Richter,0,4,364, ,"('SV Hegelsberg-Vellmar',)"
997,Hermann,False,LP2.BuLi West1C,Müller,1,4,369, ,"('SV Usingen',)"
998,Stefan,True,LP2.BuLi West1C,Ziehn,1,5,370, ,"('SV Hegelsberg-Vellmar',)"
999,Markus,False,LP2.BuLi West1C,Bill,0,5,361, ,"('SV Usingen',)"
1000,Maik,True,LP2.BuLi West1C,Schamber,0,1,360, ,"('SPSG Tell Raunheim',)"
1001,Andrey,False,LP2.BuLi West1C,Rudi,1,1,362, ,"('SSV Bad Westernkotten',)"
1002,Thomas,True,LP2.BuLi West1C,van der Burg,0,2,371, ,"('SPSG Tell Raunheim',)"
1003,Peter,False,LP2.BuLi West1C,Müller,1,2,375, ,"('SSV Bad Westernkotten',)"
1004,Holger,True,LP2.BuLi West1C,Simon,1,3,367, ,"('SPSG Tell Raunheim',)"
1005,Ralf,False,LP2.BuLi West1C,Risse,0,3,362, ,"('SSV Bad Westernkotten',)"
1006,Christoph,True,LP2.BuLi West1C,Schneider,0,4,364, ,"('SPSG Tell Raunheim',)"
1007,Wilfried,False,LP2.BuLi West1C,Dörschlen,1,4,369, ,"('SSV Bad Westernkotten',)"
1008,Volker,True,LP2.BuLi West1C,Lautenschläger,1,5,366, ,"('SPSG Tell Raunheim',)"
1009,Sascha,False,LP2.BuLi West1C,Düsing,0,5,365, ,"('SSV Bad Westernkotten',)"
1010,René,True,LP2.BuLi West1C,Opper,0,1,365, ,"('SV Biebrich 1864',)"
1011,Marko,False,LP2.BuLi West1C,Kuckuck,1,1,368, ,"('SC Windecken',)"
1012,Kirstin,True,LP2.BuLi West1C,Steinert,0,2,359, ,"('SV Biebrich 1864',)"
1013,Kathrin,False,LP2.BuLi West1C,Türpitsch,1,2,365, ,"('SC Windecken',)"
1014,Carsten,True,LP2.BuLi West1C,Dudde,1,3,361, ,"('SV Biebrich 1864',)"
1015,Kai,False,LP2.BuLi West1C,Schlegel,0,3,352, ,"('SC Windecken',)"
1016,Christian,True,LP2.BuLi West1C,Schäberle,1,4,369, ,"('SV Biebrich 1864',)"
1017,Kai-Michael,False,LP2.BuLi West1C,Arends,0,4,352, ,"('SC Windecken',)"
1018,Daniel,True,LP2.BuLi West1C,Tkocz,1,5,367, ,"('SV Biebrich 1864',)"
1019,Mark,False,LP2.BuLi West1C,Schleiss,0,5,349, ,"('SC Windecken',)"
1020,Andrey,True,LP2.BuLi West1C,Rudi,0,1,360, ,"('SSV Bad Westernkotten',)"
1021,Marko,False,LP2.BuLi West1C,Kuckuck,1,1,364, ,"('SC Windecken',)"
1022,Peter,True,LP2.BuLi West1C,Müller,1,2,370, ,"('SSV Bad Westernkotten',)"
1023,Kathrin,False,LP2.BuLi West1C,Türpitsch,0,2,365, ,"('SC Windecken',)"
1024,Ralf,True,LP2.BuLi West1C,Risse,1,3,373, ,"('SSV Bad Westernkotten',)"
1025,Kai,False,LP2.BuLi West1C,Schlegel,0,3,356, ,"('SC Windecken',)"
1026,Sascha,True,LP2.BuLi West1C,Düsing,1,4,367, ,"('SSV Bad Westernkotten',)"
1027,Kai-Michael,False,LP2.BuLi West1C,Arends,0,4,357, ,"('SC Windecken',)"
1028,Klaus,True,LP2.BuLi West1C,Neise,1,5,355, ,"('SSV Bad Westernkotten',)"
1029,Mark,False,LP2.BuLi West1C,Schleiss,0,5,352, ,"('SC Windecken',)"
1030,Maik,True,LP2.BuLi West1C,Schamber,0,1,368, ,"('SPSG Tell Raunheim',)"
1031,René,False,LP2.BuLi West1C,Opper,1,1,369, ,"('SV Biebrich 1864',)"
1032,Thomas,True,LP2.BuLi West1C,van der Burg,1,2,373, ,"('SPSG Tell Raunheim',)"
1033,Kirstin,False,LP2.BuLi West1C,Steinert,0,2,368, ,"('SV Biebrich 1864',)"
1034,Holger,True,LP2.BuLi West1C,Simon,1,3,360,10,"('SPSG Tell Raunheim',)"
1035,Carsten,False,LP2.BuLi West1C,Dudde,0,3,360,9,"('SV Biebrich 1864',)"
1036,Christoph,True,LP2.BuLi West1C,Schneider,1,4,362, ,"('SPSG Tell Raunheim',)"
1037,Christian,False,LP2.BuLi West1C,Schäberle,0,4,360, ,"('SV Biebrich 1864',)"
1038,Volker,True,LP2.BuLi West1C,Lautenschläger,1,5,371, ,"('SPSG Tell Raunheim',)"
1039,Sylvie,False,LP2.BuLi West1C,Schmit,0,5,357, ,"('SV Biebrich 1864',)"
1040,Thomas,True,LP2.BuLi West1D,Hucke,1,1,380, ,"('SV Hegelsberg-Vellmar',)"
1041,Nadine,False,LP2.BuLi West1D,Reichelt,0,1,373, ,"('Brühler Schießclub 70',)"
1042,Lev,True,LP2.BuLi West1D,Berner,1,2,359, ,"('SV Hegelsberg-Vellmar',)"
1043,Jürgen,False,LP2.BuLi West1D,Korn,0,2,355, ,"('Brühler Schießclub 70',)"
1044,Svenja,True,LP2.BuLi West1D,Berge,0,3,361, ,"('SV Hegelsberg-Vellmar',)"
1045,Philipp,False,LP2.BuLi West1D,Sersch,1,3,372, ,"('Brühler Schießclub 70',)"
1046,Kim,True,LP2.BuLi West1D,Richter,0,4,356, ,"('SV Hegelsberg-Vellmar',)"
1047,Christian,False,LP2.BuLi West1D,Brabender,1,4,363, ,"('Brühler Schießclub 70',)"
1048,Stefan,True,LP2.BuLi West1D,Ziehn,1,5,364, ,"('SV Hegelsberg-Vellmar',)"
1049,Manfred,False,LP2.BuLi West1D,Ley,0,5,363, ,"('Brühler Schießclub 70',)"
1050,Peter,True,LP2.BuLi West1D,Brzezinski,0,1,365, ,"('SV Usingen',)"
1051,Markus,False,LP2.BuLi West1D,Kremser,1,1,378, ,"('SpSch Ännchen Bad Godesberg',)"
1052,Christoph,True,LP2.BuLi West1D,Plümacher,1,2,366, ,"('SV Usingen',)"
1053,Michael,False,LP2.BuLi West1D,Weber,0,2,363, ,"('SpSch Ännchen Bad Godesberg',)"
1054,Patrick,True,LP2.BuLi West1D,Veidt,0,3,361, ,"('SV Usingen',)"
1055,Dirk,False,LP2.BuLi West1D,Beuth,1,3,365, ,"('SpSch Ännchen Bad Godesberg',)"
1056,Hermann,True,LP2.BuLi West1D,Müller,1,4,367, ,"('SV Usingen',)"
1057,Albert,False,LP2.BuLi West1D,Melzer,0,4,357, ,"('SpSch Ännchen Bad Godesberg',)"
1058,Markus,True,LP2.BuLi West1D,Bill,0,5,354, ,"('SV Usingen',)"
1059,Vanessa,False,LP2.BuLi West1D,Hollfoth,1,5,364, ,"('SpSch Ännchen Bad Godesberg',)"
1060,Nadine,True,LP2.BuLi West1D,Reichelt,0,1,373, ,"('Brühler Schießclub 70',)"
1061,Markus,False,LP2.BuLi West1D,Kremser,1,1,376, ,"('SpSch Ännchen Bad Godesberg',)"
1062,Jürgen,True,LP2.BuLi West1D,Korn,1,2,376, ,"('Brühler Schießclub 70',)"
1063,Michael,False,LP2.BuLi West1D,Weber,0,2,372, ,"('SpSch Ännchen Bad Godesberg',)"
1064,Lieselotte,True,LP2.BuLi West1D,Janssen,1,3,373, ,"('Brühler Schießclub 70',)"
1065,Dirk,False,LP2.BuLi West1D,Beuth,0,3,364, ,"('SpSch Ännchen Bad Godesberg',)"
1066,Philipp,True,LP2.BuLi West1D,Sersch,1,4,375, ,"('Brühler Schießclub 70',)"
1067,Johann,False,LP2.BuLi West1D,Seuren,0,4,355, ,"('SpSch Ännchen Bad Godesberg',)"
1068,Manfred,True,LP2.BuLi West1D,Ley,1,5,368, ,"('Brühler Schießclub 70',)"
1069,Vanessa,False,LP2.BuLi West1D,Hollfoth,0,5,353, ,"('SpSch Ännchen Bad Godesberg',)"
1070,Thomas,True,LP2.BuLi West1D,Hucke,1,1,380, ,"('SV Hegelsberg-Vellmar',)"
1071,Peter,False,LP2.BuLi West1D,Brzezinski,0,1,368, ,"('SV Usingen',)"
1072,Nils,True,LP2.BuLi West1D,Pilger,0,2,358, ,"('SV Hegelsberg-Vellmar',)"
1073,Christoph,False,LP2.BuLi West1D,Plümacher,1,2,372, ,"('SV Usingen',)"
1074,Svenja,True,LP2.BuLi West1D,Berge,1,3,364, ,"('SV Hegelsberg-Vellmar',)"
1075,Patrick,False,LP2.BuLi West1D,Veidt,0,3,356, ,"('SV Usingen',)"
1076,Kim,True,LP2.BuLi West1D,Richter,0,4,364, ,"('SV Hegelsberg-Vellmar',)"
1077,Hermann,False,LP2.BuLi West1D,Müller,1,4,369, ,"('SV Usingen',)"
1078,Stefan,True,LP2.BuLi West1D,Ziehn,1,5,370, ,"('SV Hegelsberg-Vellmar',)"
1079,Markus,False,LP2.BuLi West1D,Bill,0,5,361, ,"('SV Usingen',)"
1080,Maik,True,LP2.BuLi West1D,Schamber,0,1,360, ,"('SPSG Tell Raunheim',)"
1081,Andrey,False,LP2.BuLi West1D,Rudi,1,1,362, ,"('SSV Bad Westernkotten',)"
1082,Thomas,True,LP2.BuLi West1D,van der Burg,0,2,371, ,"('SPSG Tell Raunheim',)"
1083,Peter,False,LP2.BuLi West1D,Müller,1,2,375, ,"('SSV Bad Westernkotten',)"
1084,Holger,True,LP2.BuLi West1D,Simon,1,3,367, ,"('SPSG Tell Raunheim',)"
1085,Ralf,False,LP2.BuLi West1D,Risse,0,3,362, ,"('SSV Bad Westernkotten',)"
1086,Christoph,True,LP2.BuLi West1D,Schneider,0,4,364, ,"('SPSG Tell Raunheim',)"
1087,Wilfried,False,LP2.BuLi West1D,Dörschlen,1,4,369, ,"('SSV Bad Westernkotten',)"
1088,Volker,True,LP2.BuLi West1D,Lautenschläger,1,5,366, ,"('SPSG Tell Raunheim',)"
1089,Sascha,False,LP2.BuLi West1D,Düsing,0,5,365, ,"('SSV Bad Westernkotten',)"
1090,René,True,LP2.BuLi West1D,Opper,0,1,365, ,"('SV Biebrich 1864',)"
1091,Marko,False,LP2.BuLi West1D,Kuckuck,1,1,368, ,"('SC Windecken',)"
1092,Kirstin,True,LP2.BuLi West1D,Steinert,0,2,359, ,"('SV Biebrich 1864',)"
1093,Kathrin,False,LP2.BuLi West1D,Türpitsch,1,2,365, ,"('SC Windecken',)"
1094,Carsten,True,LP2.BuLi West1D,Dudde,1,3,361, ,"('SV Biebrich 1864',)"
1095,Kai,False,LP2.BuLi West1D,Schlegel,0,3,352, ,"('SC Windecken',)"
1096,Christian,True,LP2.BuLi West1D,Schäberle,1,4,369, ,"('SV Biebrich 1864',)"
1097,Kai-Michael,False,LP2.BuLi West1D,Arends,0,4,352, ,"('SC Windecken',)"
1098,Daniel,True,LP2.BuLi West1D,Tkocz,1,5,367, ,"('SV Biebrich 1864',)"
1099,Mark,False,LP2.BuLi West1D,Schleiss,0,5,349, ,"('SC Windecken',)"
1100,Andrey,True,LP2.BuLi West1D,Rudi,0,1,360, ,"('SSV Bad Westernkotten',)"
1101,Marko,False,LP2.BuLi West1D,Kuckuck,1,1,364, ,"('SC Windecken',)"
1102,Peter,True,LP2.BuLi West1D,Müller,1,2,370, ,"('SSV Bad Westernkotten',)"
1103,Kathrin,False,LP2.BuLi West1D,Türpitsch,0,2,365, ,"('SC Windecken',)"
1104,Ralf,True,LP2.BuLi West1D,Risse,1,3,373, ,"('SSV Bad Westernkotten',)"
1105,Kai,False,LP2.BuLi West1D,Schlegel,0,3,356, ,"('SC Windecken',)"
1106,Sascha,True,LP2.BuLi West1D,Düsing,1,4,367, ,"('SSV Bad Westernkotten',)"
1107,Kai-Michael,False,LP2.BuLi West1D,Arends,0,4,357, ,"('SC Windecken',)"
1108,Klaus,True,LP2.BuLi West1D,Neise,1,5,355, ,"('SSV Bad Westernkotten',)"
1109,Mark,False,LP2.BuLi West1D,Schleiss,0,5,352, ,"('SC Windecken',)"
1110,Maik,True,LP2.BuLi West1D,Schamber,0,1,368, ,"('SPSG Tell Raunheim',)"
1111,René,False,LP2.BuLi West1D,Opper,1,1,369, ,"('SV Biebrich 1864',)"
1112,Thomas,True,LP2.BuLi West1D,van der Burg,1,2,373, ,"('SPSG Tell Raunheim',)"
1113,Kirstin,False,LP2.BuLi West1D,Steinert,0,2,368, ,"('SV Biebrich 1864',)"
1114,Holger,True,LP2.BuLi West1D,Simon,1,3,360,10,"('SPSG Tell Raunheim',)"
1115,Carsten,False,LP2.BuLi West1D,Dudde,0,3,360,9,"('SV Biebrich 1864',)"
1116,Christoph,True,LP2.BuLi West1D,Schneider,1,4,362, ,"('SPSG Tell Raunheim',)"
1117,Christian,False,LP2.BuLi West1D,Schäberle,0,4,360, ,"('SV Biebrich 1864',)"
1118,Volker,True,LP2.BuLi West1D,Lautenschläger,1,5,371, ,"('SPSG Tell Raunheim',)"
1119,Sylvie,False,LP2.BuLi West1D,Schmit,0,5,357, ,"('SV Biebrich 1864',)"
1120,Thomas,True,LP2.BuLi West1E,Hucke,1,1,380, ,"('SV Hegelsberg-Vellmar',)"
1121,Nadine,False,LP2.BuLi West1E,Reichelt,0,1,373, ,"('Brühler Schießclub 70',)"
1122,Lev,True,LP2.BuLi West1E,Berner,1,2,359, ,"('SV Hegelsberg-Vellmar',)"
1123,Jürgen,False,LP2.BuLi West1E,Korn,0,2,355, ,"('Brühler Schießclub 70',)"
1124,Svenja,True,LP2.BuLi West1E,Berge,0,3,361, ,"('SV Hegelsberg-Vellmar',)"
1125,Philipp,False,LP2.BuLi West1E,Sersch,1,3,372, ,"('Brühler Schießclub 70',)"
1126,Kim,True,LP2.BuLi West1E,Richter,0,4,356, ,"('SV Hegelsberg-Vellmar',)"
1127,Christian,False,LP2.BuLi West1E,Brabender,1,4,363, ,"('Brühler Schießclub 70',)"
1128,Stefan,True,LP2.BuLi West1E,Ziehn,1,5,364, ,"('SV Hegelsberg-Vellmar',)"
1129,Manfred,False,LP2.BuLi West1E,Ley,0,5,363, ,"('Brühler Schießclub 70',)"
1130,Peter,True,LP2.BuLi West1E,Brzezinski,0,1,365, ,"('SV Usingen',)"
1131,Markus,False,LP2.BuLi West1E,Kremser,1,1,378, ,"('SpSch Ännchen Bad Godesberg',)"
1132,Christoph,True,LP2.BuLi West1E,Plümacher,1,2,366, ,"('SV Usingen',)"
1133,Michael,False,LP2.BuLi West1E,Weber,0,2,363, ,"('SpSch Ännchen Bad Godesberg',)"
1134,Patrick,True,LP2.BuLi West1E,Veidt,0,3,361, ,"('SV Usingen',)"
1135,Dirk,False,LP2.BuLi West1E,Beuth,1,3,365, ,"('SpSch Ännchen Bad Godesberg',)"
1136,Hermann,True,LP2.BuLi West1E,Müller,1,4,367, ,"('SV Usingen',)"
1137,Albert,False,LP2.BuLi West1E,Melzer,0,4,357, ,"('SpSch Ännchen Bad Godesberg',)"
1138,Markus,True,LP2.BuLi West1E,Bill,0,5,354, ,"('SV Usingen',)"
1139,Vanessa,False,LP2.BuLi West1E,Hollfoth,1,5,364, ,"('SpSch Ännchen Bad Godesberg',)"
1140,Nadine,True,LP2.BuLi West1E,Reichelt,0,1,373, ,"('Brühler Schießclub 70',)"
1141,Markus,False,LP2.BuLi West1E,Kremser,1,1,376, ,"('SpSch Ännchen Bad Godesberg',)"
1142,Jürgen,True,LP2.BuLi West1E,Korn,1,2,376, ,"('Brühler Schießclub 70',)"
1143,Michael,False,LP2.BuLi West1E,Weber,0,2,372, ,"('SpSch Ännchen Bad Godesberg',)"
1144,Lieselotte,True,LP2.BuLi West1E,Janssen,1,3,373, ,"('Brühler Schießclub 70',)"
1145,Dirk,False,LP2.BuLi West1E,Beuth,0,3,364, ,"('SpSch Ännchen Bad Godesberg',)"
1146,Philipp,True,LP2.BuLi West1E,Sersch,1,4,375, ,"('Brühler Schießclub 70',)"
1147,Johann,False,LP2.BuLi West1E,Seuren,0,4,355, ,"('SpSch Ännchen Bad Godesberg',)"
1148,Manfred,True,LP2.BuLi West1E,Ley,1,5,368, ,"('Brühler Schießclub 70',)"
1149,Vanessa,False,LP2.BuLi West1E,Hollfoth,0,5,353, ,"('SpSch Ännchen Bad Godesberg',)"
1150,Thomas,True,LP2.BuLi West1E,Hucke,1,1,380, ,"('SV Hegelsberg-Vellmar',)"
1151,Peter,False,LP2.BuLi West1E,Brzezinski,0,1,368, ,"('SV Usingen',)"
1152,Nils,True,LP2.BuLi West1E,Pilger,0,2,358, ,"('SV Hegelsberg-Vellmar',)"
1153,Christoph,False,LP2.BuLi West1E,Plümacher,1,2,372, ,"('SV Usingen',)"
1154,Svenja,True,LP2.BuLi West1E,Berge,1,3,364, ,"('SV Hegelsberg-Vellmar',)"
1155,Patrick,False,LP2.BuLi West1E,Veidt,0,3,356, ,"('SV Usingen',)"
1156,Kim,True,LP2.BuLi West1E,Richter,0,4,364, ,"('SV Hegelsberg-Vellmar',)"
1157,Hermann,False,LP2.BuLi West1E,Müller,1,4,369, ,"('SV Usingen',)"
1158,Stefan,True,LP2.BuLi West1E,Ziehn,1,5,370, ,"('SV Hegelsberg-Vellmar',)"
1159,Markus,False,LP2.BuLi West1E,Bill,0,5,361, ,"('SV Usingen',)"
1160,Maik,True,LP2.BuLi West1E,Schamber,0,1,360, ,"('SPSG Tell Raunheim',)"
1161,Andrey,False,LP2.BuLi West1E,Rudi,1,1,362, ,"('SSV Bad Westernkotten',)"
1162,Thomas,True,LP2.BuLi West1E,van der Burg,0,2,371, ,"('SPSG Tell Raunheim',)"
1163,Peter,False,LP2.BuLi West1E,Müller,1,2,375, ,"('SSV Bad Westernkotten',)"
1164,Holger,True,LP2.BuLi West1E,Simon,1,3,367, ,"('SPSG Tell Raunheim',)"
1165,Ralf,False,LP2.BuLi West1E,Risse,0,3,362, ,"('SSV Bad Westernkotten',)"
1166,Christoph,True,LP2.BuLi West1E,Schneider,0,4,364, ,"('SPSG Tell Raunheim',)"
1167,Wilfried,False,LP2.BuLi West1E,Dörschlen,1,4,369, ,"('SSV Bad Westernkotten',)"
1168,Volker,True,LP2.BuLi West1E,Lautenschläger,1,5,366, ,"('SPSG Tell Raunheim',)"
1169,Sascha,False,LP2.BuLi West1E,Düsing,0,5,365, ,"('SSV Bad Westernkotten',)"
1170,René,True,LP2.BuLi West1E,Opper,0,1,365, ,"('SV Biebrich 1864',)"
1171,Marko,False,LP2.BuLi West1E,Kuckuck,1,1,368, ,"('SC Windecken',)"
1172,Kirstin,True,LP2.BuLi West1E,Steinert,0,2,359, ,"('SV Biebrich 1864',)"
1173,Kathrin,False,LP2.BuLi West1E,Türpitsch,1,2,365, ,"('SC Windecken',)"
1174,Carsten,True,LP2.BuLi West1E,Dudde,1,3,361, ,"('SV Biebrich 1864',)"
1175,Kai,False,LP2.BuLi West1E,Schlegel,0,3,352, ,"('SC Windecken',)"
1176,Christian,True,LP2.BuLi West1E,Schäberle,1,4,369, ,"('SV Biebrich 1864',)"
1177,Kai-Michael,False,LP2.BuLi West1E,Arends,0,4,352, ,"('SC Windecken',)"
1178,Daniel,True,LP2.BuLi West1E,Tkocz,1,5,367, ,"('SV Biebrich 1864',)"
1179,Mark,False,LP2.BuLi West1E,Schleiss,0,5,349, ,"('SC Windecken',)"
1180,Andrey,True,LP2.BuLi West1E,Rudi,0,1,360, ,"('SSV Bad Westernkotten',)"
1181,Marko,False,LP2.BuLi West1E,Kuckuck,1,1,364, ,"('SC Windecken',)"
1182,Peter,True,LP2.BuLi West1E,Müller,1,2,370, ,"('SSV Bad Westernkotten',)"
1183,Kathrin,False,LP2.BuLi West1E,Türpitsch,0,2,365, ,"('SC Windecken',)"
1184,Ralf,True,LP2.BuLi West1E,Risse,1,3,373, ,"('SSV Bad Westernkotten',)"
1185,Kai,False,LP2.BuLi West1E,Schlegel,0,3,356, ,"('SC Windecken',)"
1186,Sascha,True,LP2.BuLi West1E,Düsing,1,4,367, ,"('SSV Bad Westernkotten',)"
1187,Kai-Michael,False,LP2.BuLi West1E,Arends,0,4,357, ,"('SC Windecken',)"
1188,Klaus,True,LP2.BuLi West1E,Neise,1,5,355, ,"('SSV Bad Westernkotten',)"
1189,Mark,False,LP2.BuLi West1E,Schleiss,0,5,352, ,"('SC Windecken',)"
1190,Maik,True,LP2.BuLi West1E,Schamber,0,1,368, ,"('SPSG Tell Raunheim',)"
1191,René,False,LP2.BuLi West1E,Opper,1,1,369, ,"('SV Biebrich 1864',)"
1192,Thomas,True,LP2.BuLi West1E,van der Burg,1,2,373, ,"('SPSG Tell Raunheim',)"
