,first_name,home,id,last_name,point,position,result,shoot_off,team_full
2622,Matthias,True,LP2.BuLi Süd1E,Groher,1,2,370, ,"('SV Kelheim-Gmünd II',)"
2623,Karl,False,LP2.BuLi Süd1E,Schmidt,0,2,366, ,"('FSG Hilpoltstein',)"
2624,Axel,True,LP2.BuLi Süd1E,Genewsky,0,3,369, ,"('SV Kelheim-Gmünd II',)"
2625,Stefan,False,LP2.BuLi Süd1E,Schwab,1,3,372, ,"('FSG Hilpoltstein',)"
2626,Christian,True,LP2.BuLi Süd1E,Lichtenegger,1,4,370, ,"('SV Kelheim-Gmünd II',)"
2627,Sebastian,False,LP2.BuLi Süd1E,Burger,0,4,364, ,"('FSG Hilpoltstein',)"
2628,Steven,True,LP2.BuLi Süd1E,Seeliger,1,5,372, ,"('SV Kelheim-Gmünd II',)"
2629,Horst,False,LP2.BuLi Süd1E,Roedel,0,5,354, ,"('FSG Hilpoltstein',)"
2630,Aleksandar,True,LP2.BuLi Süd1E,Todorov,1,1,378, ,"('HSG München',)"
2631,Lea,False,LP2.BuLi Süd1E,Kleesattel,0,1,377, ,"('SG Eintracht Garching',)"
2632,Michael,True,LP2.BuLi Süd1E,Heise,1,2,386, ,"('HSG München',)"
2633,Carolin,False,LP2.BuLi Süd1E,Schiller,0,2,373, ,"('SG Eintracht Garching',)"
2634,Arben,True,LP2.BuLi Süd1E,Kucana,1,3,384, ,"('HSG München',)"
2635,Michael,False,LP2.BuLi Süd1E,Bolek,0,3,356, ,"('SG Eintracht Garching',)"
2636,Andreas,True,LP2.BuLi Süd1E,Martin,1,4,377, ,"('HSG München',)"
2637,Verena,False,LP2.BuLi Süd1E,Gimpl,0,4,356, ,"('SG Eintracht Garching',)"
2638,Carsten,True,LP2.BuLi Süd1E,Schütt,0,5,366, ,"('HSG München',)"
2639,Sabine,False,LP2.BuLi Süd1E,Gruchmann,1,5,370, ,"('SG Eintracht Garching',)"
2640,Tobias,True,LP2.BuLi Süd1E,Spötzl,0,1,357, ,"('SV Hubertus Rettenbach',)"
2641,Stefan,False,LP2.BuLi Süd1E,Kupillas,1,1,366, ,"('Auerhahn Steinberg',)"
2642,Johannes,True,LP2.BuLi Süd1E,Fischer,0,2,362, ,"('SV Hubertus Rettenbach',)"
2643,Konrad,False,LP2.BuLi Süd1E,Schneider,1,2,370, ,"('Auerhahn Steinberg',)"
2644,Maria,True,LP2.BuLi Süd1E,Schausbreitner,0,3,360, ,"('SV Hubertus Rettenbach',)"
2645,Nick,False,LP2.BuLi Süd1E,Ruß,1,3,378, ,"('Auerhahn Steinberg',)"
2646,Albert,True,LP2.BuLi Süd1E,Spötzl,1,4,352, ,"('SV Hubertus Rettenbach',)"
2647,Roman,False,LP2.BuLi Süd1E,Schneider,0,4,345, ,"('Auerhahn Steinberg',)"
2648,Bettina,True,LP2.BuLi Süd1E,Hanfstingl,0,5,336, ,"('SV Hubertus Rettenbach',)"
2649,Herbert,False,LP2.BuLi Süd1E,Hartl,1,5,367, ,"('Auerhahn Steinberg',)"
2650,Stefan,True,LP2.BuLi Süd1E,Lipp,1,1,367, ,"('Bogenschützen Grund',)"
2651,Michael,False,LP2.BuLi Süd1E,Steinbauer,0,1,363, ,"('Adlerschützen Unteriglbach',)"
2652,Kai,True,LP2.BuLi Süd1E,Höfl,1,2,363, ,"('Bogenschützen Grund',)"
2653,Johannes,False,LP2.BuLi Süd1E,Schauer,0,2,362, ,"('Adlerschützen Unteriglbach',)"
2654,Hermann,True,LP2.BuLi Süd1E,Mayerhofer,1,3,361, ,"('Bogenschützen Grund',)"
2655,Stefan,False,LP2.BuLi Süd1E,Degenhardt,0,3,360, ,"('Adlerschützen Unteriglbach',)"
2656,Andreas,True,LP2.BuLi Süd1E,Weber,0,4,348, ,"('Bogenschützen Grund',)"
2657,Pavel,False,LP2.BuLi Süd1E,Skopovy,1,4,370, ,"('Adlerschützen Unteriglbach',)"
2658,Hans,True,LP2.BuLi Süd1E,Schwarzbauer,1,5,368, ,"('Bogenschützen Grund',)"
2659,Roland,False,LP2.BuLi Süd1E,Meyer,0,5,366, ,"('Adlerschützen Unteriglbach',)"
2660,Stefan,True,LP2.BuLi Süd1E,Kupillas,0,1,357, ,"('Auerhahn Steinberg',)"
2661,Stefan,False,LP2.BuLi Süd1E,Lipp,1,1,365, ,"('Bogenschützen Grund',)"
2662,Konrad,True,LP2.BuLi Süd1E,Schneider,1,2,368, ,"('Auerhahn Steinberg',)"
2663,Kai,False,LP2.BuLi Süd1E,Höfl,0,2,367, ,"('Bogenschützen Grund',)"
2664,Nick,True,LP2.BuLi Süd1E,Ruß,0,3,366, ,"('Auerhahn Steinberg',)"
2665,Hermann,False,LP2.BuLi Süd1E,Mayerhofer,1,3,367, ,"('Bogenschützen Grund',)"
2666,Roman,True,LP2.BuLi Süd1E,Schneider,1,4,367, ,"('Auerhahn Steinberg',)"
2667,Andreas,False,LP2.BuLi Süd1E,Weber,0,4,352, ,"('Bogenschützen Grund',)"
2668,Herbert,True,LP2.BuLi Süd1E,Hartl,1,5,364, ,"('Auerhahn Steinberg',)"
2669,Hans,False,LP2.BuLi Süd1E,Schwarzbauer,0,5,355, ,"('Bogenschützen Grund',)"
2670,Tobias,True,LP2.BuLi Süd1E,Spötzl,0,1,364, ,"('SV Hubertus Rettenbach',)"
2671,Michael,False,LP2.BuLi Süd1E,Steinbauer,1,1,369, ,"('Adlerschützen Unteriglbach',)"
2672,Johannes,True,LP2.BuLi Süd1E,Fischer,1,2,351, ,"('SV Hubertus Rettenbach',)"
2673,Johannes,False,LP2.BuLi Süd1E,Schauer,0,2,350, ,"('Adlerschützen Unteriglbach',)"
2674,Maria,True,LP2.BuLi Süd1E,Schausbreitner,1,3,367, ,"('SV Hubertus Rettenbach',)"
2675,Stefan,False,LP2.BuLi Süd1E,Degenhardt,0,3,358, ,"('Adlerschützen Unteriglbach',)"
2676,Albert,True,LP2.BuLi Süd1E,Spötzl,0,4,370, ,"('SV Hubertus Rettenbach',)"
2677,Pavel,False,LP2.BuLi Süd1E,Skopovy,1,4,378, ,"('Adlerschützen Unteriglbach',)"
2678,Bettina,True,LP2.BuLi Süd1E,Hanfstingl,0,5,359, ,"('SV Hubertus Rettenbach',)"
2679,Roland,False,LP2.BuLi Süd1E,Meyer,1,5,366, ,"('Adlerschützen Unteriglbach',)"
2680,Matthias,True,LP2.BuLi Süd1F,Nolte,1,1,375, ,"('HSG Erlangen',)"
2681,Lisa,False,LP2.BuLi Süd1F,Schnaidt,0,1,356, ,"('SSG Dynamit Fürth II',)"
2682,Hans-Rainer,True,LP2.BuLi Süd1F,Wagner,0,2,363, ,"('HSG Erlangen',)"
2683,Kirsten,False,LP2.BuLi Süd1F,Knopf,1,2,371, ,"('SSG Dynamit Fürth II',)"
2684,Claudia,True,LP2.BuLi Süd1F,Schardt,0,3,351, ,"('HSG Erlangen',)"
2685,Andreas,False,LP2.BuLi Süd1F,Pfeiffer,1,3,378, ,"('SSG Dynamit Fürth II',)"
2686,Michael,True,LP2.BuLi Süd1F,Lehmeier,0,4,351, ,"('HSG Erlangen',)"
2687,Volker,False,LP2.BuLi Süd1F,Roth,1,4,370, ,"('SSG Dynamit Fürth II',)"
2688,Niels,True,LP2.BuLi Süd1F,Röhner,0,5,358, ,"('HSG Erlangen',)"
2689,Tobias,False,LP2.BuLi Süd1F,Meyer,1,5,363, ,"('SSG Dynamit Fürth II',)"
2690,Sonja,True,LP2.BuLi Süd1F,Weiß,0,1,366, ,"('SG 1898 Thumsenreuth',)"
2691,Alexander,False,LP2.BuLi Süd1F,Leuchtle,1,1,368, ,"('Singoldschützen Großaitingen',)"
2692,Lukas,True,LP2.BuLi Süd1F,Spachtholz,1,2,372, ,"('SG 1898 Thumsenreuth',)"
2693,Reiner,False,LP2.BuLi Süd1F,Sauter,0,2,363, ,"('Singoldschützen Großaitingen',)"
2694,Karl,True,LP2.BuLi Süd1F,Greger,1,3,362, ,"('SG 1898 Thumsenreuth',)"
2695,Artur,False,LP2.BuLi Süd1F,Pfitzner,0,3,361, ,"('Singoldschützen Großaitingen',)"
2696,Bernhard,True,LP2.BuLi Süd1F,Stock,0,4,351, ,"('SG 1898 Thumsenreuth',)"
2697,Ralf,False,LP2.BuLi Süd1F,Wieler,1,4,364, ,"('Singoldschützen Großaitingen',)"
2698,Thomas,True,LP2.BuLi Süd1F,Glaser,0,5,358, ,"('SG 1898 Thumsenreuth',)"
2699,Florian,False,LP2.BuLi Süd1F,Gollinger,1,5,369, ,"('Singoldschützen Großaitingen',)"
2700,Alexander,True,LP2.BuLi Süd1F,Leuchtle,1,1,374, ,"('Singoldschützen Großaitingen',)"
2701,Lisa,False,LP2.BuLi Süd1F,Schnaidt,0,1,367, ,"('SSG Dynamit Fürth II',)"
2702,Reiner,True,LP2.BuLi Süd1F,Sauter,1,2,369, ,"('Singoldschützen Großaitingen',)"
2703,Kirsten,False,LP2.BuLi Süd1F,Knopf,0,2,361, ,"('SSG Dynamit Fürth II',)"
2704,Artur,True,LP2.BuLi Süd1F,Pfitzner,0,3,362, ,"('Singoldschützen Großaitingen',)"
2705,Andreas,False,LP2.BuLi Süd1F,Pfeiffer,1,3,377, ,"('SSG Dynamit Fürth II',)"
2706,Ralf,True,LP2.BuLi Süd1F,Wieler,0,4,364, ,"('Singoldschützen Großaitingen',)"
2707,Volker,False,LP2.BuLi Süd1F,Roth,1,4,367, ,"('SSG Dynamit Fürth II',)"
2708,Florian,True,LP2.BuLi Süd1F,Gollinger,0,5,369,8,"('Singoldschützen Großaitingen',)"
2709,Tobias,False,LP2.BuLi Süd1F,Meyer,1,5,369,9,"('SSG Dynamit Fürth II',)"
2710,Matthias,True,LP2.BuLi Süd1F,Nolte,1,1,379, ,"('HSG Erlangen',)"
2711,Sonja,False,LP2.BuLi Süd1F,Weiß,0,1,376, ,"('SG 1898 Thumsenreuth',)"
2712,Hans-Rainer,True,LP2.BuLi Süd1F,Wagner,0,2,373,8,"('HSG Erlangen',)"
2713,Lukas,False,LP2.BuLi Süd1F,Spachtholz,1,2,373,10,"('SG 1898 Thumsenreuth',)"
2714,Michael,True,LP2.BuLi Süd1F,Lehmeier,0,3,344, ,"('HSG Erlangen',)"
2715,Karl,False,LP2.BuLi Süd1F,Greger,1,3,364, ,"('SG 1898 Thumsenreuth',)"
2716,Christian,True,LP2.BuLi Süd1F,Werner,0,4,353,7,"('HSG Erlangen',)"
2717,Bernhard,False,LP2.BuLi Süd1F,Stock,1,4,353,10,"('SG 1898 Thumsenreuth',)"
2718,Niels,True,LP2.BuLi Süd1F,Röhner,0,5,347, ,"('HSG Erlangen',)"
2719,Thomas,False,LP2.BuLi Süd1F,Glaser,1,5,359, ,"('SG 1898 Thumsenreuth',)"
2720,Aleksandar,True,LP2.BuLi Süd1F,Todorov,1,1,374, ,"('HSG München',)"
2721,Thomas,False,LP2.BuLi Süd1F,Karsch,0,1,371, ,"('SV Kelheim-Gmünd II',)"
2722,Michael,True,LP2.BuLi Süd1F,Heise,1,2,380, ,"('HSG München',)"
2723,Matthias,False,LP2.BuLi Süd1F,Groher,0,2,366, ,"('SV Kelheim-Gmünd II',)"
2724,Arben,True,LP2.BuLi Süd1F,Kucana,1,3,377, ,"('HSG München',)"
2725,Axel,False,LP2.BuLi Süd1F,Genewsky,0,3,351, ,"('SV Kelheim-Gmünd II',)"
2726,Andreas,True,LP2.BuLi Süd1F,Martin,1,4,368, ,"('HSG München',)"
2727,Christian,False,LP2.BuLi Süd1F,Lichtenegger,0,4,364, ,"('SV Kelheim-Gmünd II',)"
2728,Carsten,True,LP2.BuLi Süd1F,Schütt,1,5,371, ,"('HSG München',)"
2729,Steven,False,LP2.BuLi Süd1F,Seeliger,0,5,369, ,"('SV Kelheim-Gmünd II',)"
2730,Maxim,True,LP2.BuLi Süd1F,Konradi,1,1,367,10,"('FSG Hilpoltstein',)"
2731,Lea,False,LP2.BuLi Süd1F,Kleesattel,0,1,367,9,"('SG Eintracht Garching',)"
2732,Karl,True,LP2.BuLi Süd1F,Schmidt,1,2,370, ,"('FSG Hilpoltstein',)"
2733,Carolin,False,LP2.BuLi Süd1F,Schiller,0,2,369, ,"('SG Eintracht Garching',)"
2734,Stefan,True,LP2.BuLi Süd1F,Schwab,1,3,370, ,"('FSG Hilpoltstein',)"
2735,Michael,False,LP2.BuLi Süd1F,Bolek,0,3,352, ,"('SG Eintracht Garching',)"
2736,Sebastian,True,LP2.BuLi Süd1F,Burger,1,4,370, ,"('FSG Hilpoltstein',)"
2737,Sabine,False,LP2.BuLi Süd1F,Gruchmann,0,4,364, ,"('SG Eintracht Garching',)"
2738,Horst,True,LP2.BuLi Süd1F,Roedel,1,5,365, ,"('FSG Hilpoltstein',)"
2739,Theresa,False,LP2.BuLi Süd1F,Olbinger,0,5,361, ,"('SG Eintracht Garching',)"
2740,Thomas,True,LP2.BuLi Süd1F,Karsch,1,1,380, ,"('SV Kelheim-Gmünd II',)"
2741,Maxim,False,LP2.BuLi Süd1F,Konradi,0,1,369, ,"('FSG Hilpoltstein',)"
2742,Matthias,True,LP2.BuLi Süd1F,Groher,1,2,370, ,"('SV Kelheim-Gmünd II',)"
2743,Karl,False,LP2.BuLi Süd1F,Schmidt,0,2,366, ,"('FSG Hilpoltstein',)"
2744,Axel,True,LP2.BuLi Süd1F,Genewsky,0,3,369, ,"('SV Kelheim-Gmünd II',)"
2745,Stefan,False,LP2.BuLi Süd1F,Schwab,1,3,372, ,"('FSG Hilpoltstein',)"
2746,Christian,True,LP2.BuLi Süd1F,Lichtenegger,1,4,370, ,"('SV Kelheim-Gmünd II',)"
2747,Sebastian,False,LP2.BuLi Süd1F,Burger,0,4,364, ,"('FSG Hilpoltstein',)"
2748,Steven,True,LP2.BuLi Süd1F,Seeliger,1,5,372, ,"('SV Kelheim-Gmünd II',)"
2749,Horst,False,LP2.BuLi Süd1F,Roedel,0,5,354, ,"('FSG Hilpoltstein',)"
2750,Aleksandar,True,LP2.BuLi Süd1F,Todorov,1,1,378, ,"('HSG München',)"
2751,Lea,False,LP2.BuLi Süd1F,Kleesattel,0,1,377, ,"('SG Eintracht Garching',)"
2752,Michael,True,LP2.BuLi Süd1F,Heise,1,2,386, ,"('HSG München',)"
2753,Carolin,False,LP2.BuLi Süd1F,Schiller,0,2,373, ,"('SG Eintracht Garching',)"
2754,Arben,True,LP2.BuLi Süd1F,Kucana,1,3,384, ,"('HSG München',)"
2755,Michael,False,LP2.BuLi Süd1F,Bolek,0,3,356, ,"('SG Eintracht Garching',)"
2756,Andreas,True,LP2.BuLi Süd1F,Martin,1,4,377, ,"('HSG München',)"
2757,Verena,False,LP2.BuLi Süd1F,Gimpl,0,4,356, ,"('SG Eintracht Garching',)"
2758,Carsten,True,LP2.BuLi Süd1F,Schütt,0,5,366, ,"('HSG München',)"
2759,Sabine,False,LP2.BuLi Süd1F,Gruchmann,1,5,370, ,"('SG Eintracht Garching',)"
2760,Tobias,True,LP2.BuLi Süd1F,Spötzl,0,1,357, ,"('SV Hubertus Rettenbach',)"
2761,Stefan,False,LP2.BuLi Süd1F,Kupillas,1,1,366, ,"('Auerhahn Steinberg',)"
2762,Johannes,True,LP2.BuLi Süd1F,Fischer,0,2,362, ,"('SV Hubertus Rettenbach',)"
2763,Konrad,False,LP2.BuLi Süd1F,Schneider,1,2,370, ,"('Auerhahn Steinberg',)"
2764,Maria,True,LP2.BuLi Süd1F,Schausbreitner,0,3,360, ,"('SV Hubertus Rettenbach',)"
2765,Nick,False,LP2.BuLi Süd1F,Ruß,1,3,378, ,"('Auerhahn Steinberg',)"
2766,Albert,True,LP2.BuLi Süd1F,Spötzl,1,4,352, ,"('SV Hubertus Rettenbach',)"
2767,Roman,False,LP2.BuLi Süd1F,Schneider,0,4,345, ,"('Auerhahn Steinberg',)"
2768,Bettina,True,LP2.BuLi Süd1F,Hanfstingl,0,5,336, ,"('SV Hubertus Rettenbach',)"
2769,Herbert,False,LP2.BuLi Süd1F,Hartl,1,5,367, ,"('Auerhahn Steinberg',)"
2770,Stefan,True,LP2.BuLi Süd1F,Lipp,1,1,367, ,"('Bogenschützen Grund',)"
2771,Michael,False,LP2.BuLi Süd1F,Steinbauer,0,1,363, ,"('Adlerschützen Unteriglbach',)"
2772,Kai,True,LP2.BuLi Süd1F,Höfl,1,2,363, ,"('Bogenschützen Grund',)"
2773,Johannes,False,LP2.BuLi Süd1F,Schauer,0,2,362, ,"('Adlerschützen Unteriglbach',)"
2774,Hermann,True,LP2.BuLi Süd1F,Mayerhofer,1,3,361, ,"('Bogenschützen Grund',)"
2775,Stefan,False,LP2.BuLi Süd1F,Degenhardt,0,3,360, ,"('Adlerschützen Unteriglbach',)"
2776,Andreas,True,LP2.BuLi Süd1F,Weber,0,4,348, ,"('Bogenschützen Grund',)"
2777,Pavel,False,LP2.BuLi Süd1F,Skopovy,1,4,370, ,"('Adlerschützen Unteriglbach',)"
2778,Hans,True,LP2.BuLi Süd1F,Schwarzbauer,1,5,368, ,"('Bogenschützen Grund',)"
2779,Roland,False,LP2.BuLi Süd1F,Meyer,0,5,366, ,"('Adlerschützen Unteriglbach',)"
2780,Stefan,True,LP2.BuLi Süd1F,Kupillas,0,1,357, ,"('Auerhahn Steinberg',)"
2781,Stefan,False,LP2.BuLi Süd1F,Lipp,1,1,365, ,"('Bogenschützen Grund',)"
2782,Konrad,True,LP2.BuLi Süd1F,Schneider,1,2,368, ,"('Auerhahn Steinberg',)"
2783,Kai,False,LP2.BuLi Süd1F,Höfl,0,2,367, ,"('Bogenschützen Grund',)"
2784,Nick,True,LP2.BuLi Süd1F,Ruß,0,3,366, ,"('Auerhahn Steinberg',)"
2785,Hermann,False,LP2.BuLi Süd1F,Mayerhofer,1,3,367, ,"('Bogenschützen Grund',)"
2786,Roman,True,LP2.BuLi Süd1F,Schneider,1,4,367, ,"('Auerhahn Steinberg',)"
2787,Andreas,False,LP2.BuLi Süd1F,Weber,0,4,352, ,"('Bogenschützen Grund',)"
2788,Herbert,True,LP2.BuLi Süd1F,Hartl,1,5,364, ,"('Auerhahn Steinberg',)"
2789,Hans,False,LP2.BuLi Süd1F,Schwarzbauer,0,5,355, ,"('Bogenschützen Grund',)"
2790,Tobias,True,LP2.BuLi Süd1F,Spötzl,0,1,364, ,"('SV Hubertus Rettenbach',)"
2791,Michael,False,LP2.BuLi Süd1F,Steinbauer,1,1,369, ,"('Adlerschützen Unteriglbach',)"
2792,Johannes,True,LP2.BuLi Süd1F,Fischer,1,2,351, ,"('SV Hubertus Rettenbach',)"
2793,Johannes,False,LP2.BuLi Süd1F,Schauer,0,2,350, ,"('Adlerschützen Unteriglbach',)"
2794,Maria,True,LP2.BuLi Süd1F,Schausbreitner,1,3,367, ,"('SV Hubertus Rettenbach',)"
2795,Stefan,False,LP2.BuLi Süd1F,Degenhardt,0,3,358, ,"('Adlerschützen Unteriglbach',)"
2796,Albert,True,LP2.BuLi Süd1F,Spötzl,0,4,370, ,"('SV Hubertus Rettenbach',)"
2797,Pavel,False,LP2.BuLi Süd1F,Skopovy,1,4,378, ,"('Adlerschützen Unteriglbach',)"
2798,Bettina,True,LP2.BuLi Süd1F,Hanfstingl,0,5,359, ,"('SV Hubertus Rettenbach',)"
2799,Roland,False,LP2.BuLi Süd1F,Meyer,1,5,366, ,"('Adlerschützen Unteriglbach',)"
2800,Matthias,True,LP2.BuLi Süd1G,Nolte,1,1,375, ,"('HSG Erlangen',)"
2801,Lisa,False,LP2.BuLi Süd1G,Schnaidt,0,1,356, ,"('SSG Dynamit Fürth II',)"
2802,Hans-Rainer,True,LP2.BuLi Süd1G,Wagner,0,2,363, ,"('HSG Erlangen',)"
2803,Kirsten,False,LP2.BuLi Süd1G,Knopf,1,2,371, ,"('SSG Dynamit Fürth II',)"
2804,Claudia,True,LP2.BuLi Süd1G,Schardt,0,3,351, ,"('HSG Erlangen',)"
2805,Andreas,False,LP2.BuLi Süd1G,Pfeiffer,1,3,378, ,"('SSG Dynamit Fürth II',)"
2806,Michael,True,LP2.BuLi Süd1G,Lehmeier,0,4,351, ,"('HSG Erlangen',)"
2807,Volker,False,LP2.BuLi Süd1G,Roth,1,4,370, ,"('SSG Dynamit Fürth II',)"
2808,Niels,True,LP2.BuLi Süd1G,Röhner,0,5,358, ,"('HSG Erlangen',)"
2809,Tobias,False,LP2.BuLi Süd1G,Meyer,1,5,363, ,"('SSG Dynamit Fürth II',)"
2810,Sonja,True,LP2.BuLi Süd1G,Weiß,0,1,366, ,"('SG 1898 Thumsenreuth',)"
2811,Alexander,False,LP2.BuLi Süd1G,Leuchtle,1,1,368, ,"('Singoldschützen Großaitingen',)"
2812,Lukas,True,LP2.BuLi Süd1G,Spachtholz,1,2,372, ,"('SG 1898 Thumsenreuth',)"
2813,Reiner,False,LP2.BuLi Süd1G,Sauter,0,2,363, ,"('Singoldschützen Großaitingen',)"
2814,Karl,True,LP2.BuLi Süd1G,Greger,1,3,362, ,"('SG 1898 Thumsenreuth',)"
2815,Artur,False,LP2.BuLi Süd1G,Pfitzner,0,3,361, ,"('Singoldschützen Großaitingen',)"
2816,Bernhard,True,LP2.BuLi Süd1G,Stock,0,4,351, ,"('SG 1898 Thumsenreuth',)"
2817,Ralf,False,LP2.BuLi Süd1G,Wieler,1,4,364, ,"('Singoldschützen Großaitingen',)"
2818,Thomas,True,LP2.BuLi Süd1G,Glaser,0,5,358, ,"('SG 1898 Thumsenreuth',)"
2819,Florian,False,LP2.BuLi Süd1G,Gollinger,1,5,369, ,"('Singoldschützen Großaitingen',)"
2820,Alexander,True,LP2.BuLi Süd1G,Leuchtle,1,1,374, ,"('Singoldschützen Großaitingen',)"
2821,Lisa,False,LP2.BuLi Süd1G,Schnaidt,0,1,367, ,"('SSG Dynamit Fürth II',)"
2822,Reiner,True,LP2.BuLi Süd1G,Sauter,1,2,369, ,"('Singoldschützen Großaitingen',)"
2823,Kirsten,False,LP2.BuLi Süd1G,Knopf,0,2,361, ,"('SSG Dynamit Fürth II',)"
2824,Artur,True,LP2.BuLi Süd1G,Pfitzner,0,3,362, ,"('Singoldschützen Großaitingen',)"
2825,Andreas,False,LP2.BuLi Süd1G,Pfeiffer,1,3,377, ,"('SSG Dynamit Fürth II',)"
2826,Ralf,True,LP2.BuLi Süd1G,Wieler,0,4,364, ,"('Singoldschützen Großaitingen',)"
2827,Volker,False,LP2.BuLi Süd1G,Roth,1,4,367, ,"('SSG Dynamit Fürth II',)"
2828,Florian,True,LP2.BuLi Süd1G,Gollinger,0,5,369,8,"('Singoldschützen Großaitingen',)"
2829,Tobias,False,LP2.BuLi Süd1G,Meyer,1,5,369,9,"('SSG Dynamit Fürth II',)"
2830,Matthias,True,LP2.BuLi Süd1G,Nolte,1,1,379, ,"('HSG Erlangen',)"
2831,Sonja,False,LP2.BuLi Süd1G,Weiß,0,1,376, ,"('SG 1898 Thumsenreuth',)"
2832,Hans-Rainer,True,LP2.BuLi Süd1G,Wagner,0,2,373,8,"('HSG Erlangen',)"
2833,Lukas,False,LP2.BuLi Süd1G,Spachtholz,1,2,373,10,"('SG 1898 Thumsenreuth',)"
2834,Michael,True,LP2.BuLi Süd1G,Lehmeier,0,3,344, ,"('HSG Erlangen',)"
2835,Karl,False,LP2.BuLi Süd1G,Greger,1,3,364, ,"('SG 1898 Thumsenreuth',)"
2836,Christian,True,LP2.BuLi Süd1G,Werner,0,4,353,7,"('HSG Erlangen',)"
2837,Bernhard,False,LP2.BuLi Süd1G,Stock,1,4,353,10,"('SG 1898 Thumsenreuth',)"
2838,Niels,True,LP2.BuLi Süd1G,Röhner,0,5,347, ,"('HSG Erlangen',)"
2839,Thomas,False,LP2.BuLi Süd1G,Glaser,1,5,359, ,"('SG 1898 Thumsenreuth',)"
2840,Aleksandar,True,LP2.BuLi Süd1G,Todorov,1,1,374, ,"('HSG München',)"
2841,Thomas,False,LP2.BuLi Süd1G,Karsch,0,1,371, ,"('SV Kelheim-Gmünd II',)"
2842,Michael,True,LP2.BuLi Süd1G,Heise,1,2,380, ,"('HSG München',)"
2843,Matthias,False,LP2.BuLi Süd1G,Groher,0,2,366, ,"('SV Kelheim-Gmünd II',)"
2844,Arben,True,LP2.BuLi Süd1G,Kucana,1,3,377, ,"('HSG München',)"
2845,Axel,False,LP2.BuLi Süd1G,Genewsky,0,3,351, ,"('SV Kelheim-Gmünd II',)"
2846,Andreas,True,LP2.BuLi Süd1G,Martin,1,4,368, ,"('HSG München',)"
2847,Christian,False,LP2.BuLi Süd1G,Lichtenegger,0,4,364, ,"('SV Kelheim-Gmünd II',)"
2848,Carsten,True,LP2.BuLi Süd1G,Schütt,1,5,371, ,"('HSG München',)"
2849,Steven,False,LP2.BuLi Süd1G,Seeliger,0,5,369, ,"('SV Kelheim-Gmünd II',)"
2850,Maxim,True,LP2.BuLi Süd1G,Konradi,1,1,367,10,"('FSG Hilpoltstein',)"
2851,Lea,False,LP2.BuLi Süd1G,Kleesattel,0,1,367,9,"('SG Eintracht Garching',)"
2852,Karl,True,LP2.BuLi Süd1G,Schmidt,1,2,370, ,"('FSG Hilpoltstein',)"
2853,Carolin,False,LP2.BuLi Süd1G,Schiller,0,2,369, ,"('SG Eintracht Garching',)"
2854,Stefan,True,LP2.BuLi Süd1G,Schwab,1,3,370, ,"('FSG Hilpoltstein',)"
2855,Michael,False,LP2.BuLi Süd1G,Bolek,0,3,352, ,"('SG Eintracht Garching',)"
2856,Sebastian,True,LP2.BuLi Süd1G,Burger,1,4,370, ,"('FSG Hilpoltstein',)"
2857,Sabine,False,LP2.BuLi Süd1G,Gruchmann,0,4,364, ,"('SG Eintracht Garching',)"
2858,Horst,True,LP2.BuLi Süd1G,Roedel,1,5,365, ,"('FSG Hilpoltstein',)"
2859,Theresa,False,LP2.BuLi Süd1G,Olbinger,0,5,361, ,"('SG Eintracht Garching',)"
2860,Thomas,True,LP2.BuLi Süd1G,Karsch,1,1,380, ,"('SV Kelheim-Gmünd II',)"
2861,Maxim,False,LP2.BuLi Süd1G,Konradi,0,1,369, ,"('FSG Hilpoltstein',)"
2862,Matthias,True,LP2.BuLi Süd1G,Groher,1,2,370, ,"('SV Kelheim-Gmünd II',)"
2863,Karl,False,LP2.BuLi Süd1G,Schmidt,0,2,366, ,"('FSG Hilpoltstein',)"
2864,Axel,True,LP2.BuLi Süd1G,Genewsky,0,3,369, ,"('SV Kelheim-Gmünd II',)"
2865,Stefan,False,LP2.BuLi Süd1G,Schwab,1,3,372, ,"('FSG Hilpoltstein',)"
2866,Christian,True,LP2.BuLi Süd1G,Lichtenegger,1,4,370, ,"('SV Kelheim-Gmünd II',)"
2867,Sebastian,False,LP2.BuLi Süd1G,Burger,0,4,364, ,"('FSG Hilpoltstein',)"
2868,Steven,True,LP2.BuLi Süd1G,Seeliger,1,5,372, ,"('SV Kelheim-Gmünd II',)"
2869,Horst,False,LP2.BuLi Süd1G,Roedel,0,5,354, ,"('FSG Hilpoltstein',)"
2870,Aleksandar,True,LP2.BuLi Süd1G,Todorov,1,1,378, ,"('HSG München',)"
2871,Lea,False,LP2.BuLi Süd1G,Kleesattel,0,1,377, ,"('SG Eintracht Garching',)"
2872,Michael,True,LP2.BuLi Süd1G,Heise,1,2,386, ,"('HSG München',)"
2873,Carolin,False,LP2.BuLi Süd1G,Schiller,0,2,373, ,"('SG Eintracht Garching',)"
2874,Arben,True,LP2.BuLi Süd1G,Kucana,1,3,384, ,"('HSG München',)"
2875,Michael,False,LP2.BuLi Süd1G,Bolek,0,3,356, ,"('SG Eintracht Garching',)"
2876,Andreas,True,LP2.BuLi Süd1G,Martin,1,4,377, ,"('HSG München',)"
2877,Verena,False,LP2.BuLi Süd1G,Gimpl,0,4,356, ,"('SG Eintracht Garching',)"
